id,sku,product_name,warehouse_code,sale_date,quantity_sold,unit_price,revenue
500,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-FRA-01,2026-08-05,6,210.00,1260.00
501,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-DXB-01,2026-08-04,17,12.00,204.00
502,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-SIN-01,2026-08-04,26,24.50,637.00
503,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-NYC-01,2026-08-04,33,9.99,329.67
504,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-SIN-01,2026-08-04,35,7.50,262.50
505,SKU-PHA-505,Digital Infrared Thermometer,WH-SIN-01,2026-08-04,41,39.99,1639.59
506,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-LON-01,2026-08-04,24,129.99,3119.76
507,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-FRA-01,2026-08-04,7,34.99,244.93
508,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-SIN-01,2026-08-04,7,59.99,419.93
509,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-SIN-01,2026-08-04,12,349.99,4199.88
510,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-DXB-01,2026-08-04,5,89.99,449.95
511,SKU-FMCG-701,Organic Almond Milk 1L,WH-SIN-01,2026-08-04,31,4.50,139.50
512,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-SIN-01,2026-08-04,32,16.99,543.68
513,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-NYC-01,2026-08-04,7,13.50,94.50
514,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-DXB-01,2026-08-04,24,5.25,126.00
515,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-FRA-01,2026-08-04,32,3.49,111.68
516,SKU-APP-801,Performance Running Shoes Men Size 10,WH-DXB-01,2026-08-04,30,110.00,3300.00
517,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-SIN-01,2026-08-04,27,12.99,350.73
518,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-FRA-01,2026-08-04,12,125.00,1500.00
519,SKU-IND-901,High-Precision Ball Bearing Set,WH-LON-01,2026-08-04,37,45.00,1665.00
520,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-FRA-01,2026-08-04,11,210.00,2310.00
521,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-DXB-01,2026-08-03,27,12.00,324.00
522,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-FRA-01,2026-08-03,5,24.50,122.50
523,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-DXB-01,2026-08-03,43,9.99,429.57
524,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-LON-01,2026-08-03,38,7.50,285.00
525,SKU-PHA-505,Digital Infrared Thermometer,WH-SIN-01,2026-08-03,39,39.99,1559.61
526,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-LON-01,2026-08-03,20,129.99,2599.80
527,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-NYC-01,2026-08-03,21,34.99,734.79
528,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-SIN-01,2026-08-03,35,59.99,2099.65
529,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-NYC-01,2026-08-03,33,349.99,11549.67
530,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-LON-01,2026-08-03,34,89.99,3059.66
531,SKU-FMCG-701,Organic Almond Milk 1L,WH-DXB-01,2026-08-03,22,4.50,99.00
532,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-SIN-01,2026-08-03,43,16.99,730.57
533,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-LON-01,2026-08-03,29,13.50,391.50
534,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-DXB-01,2026-08-03,26,5.25,136.50
535,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-FRA-01,2026-08-03,32,3.49,111.68
536,SKU-APP-801,Performance Running Shoes Men Size 10,WH-FRA-01,2026-08-03,6,110.00,660.00
537,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-NYC-01,2026-08-03,32,12.99,415.68
538,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-SIN-01,2026-08-03,13,125.00,1625.00
539,SKU-IND-901,High-Precision Ball Bearing Set,WH-NYC-01,2026-08-03,11,45.00,495.00
540,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-LON-01,2026-08-03,24,210.00,5040.00
541,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-NYC-01,2026-08-02,33,12.00,396.00
542,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-SIN-01,2026-08-02,29,24.50,710.50
543,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-SIN-01,2026-08-02,41,9.99,409.59
544,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-DXB-01,2026-08-02,43,7.50,322.50
545,SKU-PHA-505,Digital Infrared Thermometer,WH-DXB-01,2026-08-02,37,39.99,1479.63
546,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-FRA-01,2026-08-02,29,129.99,3769.71
547,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-FRA-01,2026-08-02,12,34.99,419.88
548,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-NYC-01,2026-08-02,41,59.99,2459.59
549,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-FRA-01,2026-08-02,7,349.99,2449.93
550,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-DXB-01,2026-08-02,26,89.99,2339.74
551,SKU-FMCG-701,Organic Almond Milk 1L,WH-NYC-01,2026-08-02,38,4.50,171.00
552,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-SIN-01,2026-08-02,23,16.99,390.77
553,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-FRA-01,2026-08-02,24,13.50,324.00
554,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-DXB-01,2026-08-02,19,5.25,99.75
555,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-FRA-01,2026-08-02,37,3.49,129.13
556,SKU-APP-801,Performance Running Shoes Men Size 10,WH-NYC-01,2026-08-02,30,110.00,3300.00
557,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-SIN-01,2026-08-02,35,12.99,454.65
558,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-SIN-01,2026-08-02,17,125.00,2125.00
559,SKU-IND-901,High-Precision Ball Bearing Set,WH-SIN-01,2026-08-02,29,45.00,1305.00
560,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-SIN-01,2026-08-02,35,210.00,7350.00
561,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-DXB-01,2026-08-01,5,12.00,60.00
562,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-FRA-01,2026-08-01,13,24.50,318.50
563,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-DXB-01,2026-08-01,32,9.99,319.68
564,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-NYC-01,2026-08-01,6,7.50,45.00
565,SKU-PHA-505,Digital Infrared Thermometer,WH-SIN-01,2026-08-01,30,39.99,1199.70
566,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-NYC-01,2026-08-01,24,129.99,3119.76
567,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-FRA-01,2026-08-01,18,34.99,629.82
568,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-FRA-01,2026-08-01,26,59.99,1559.74
569,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-NYC-01,2026-08-01,12,349.99,4199.88
570,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-DXB-01,2026-08-01,28,89.99,2519.72
571,SKU-FMCG-701,Organic Almond Milk 1L,WH-DXB-01,2026-08-01,13,4.50,58.50
572,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-NYC-01,2026-08-01,33,16.99,560.67
573,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-SIN-01,2026-08-01,11,13.50,148.50
574,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-DXB-01,2026-08-01,12,5.25,63.00
575,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-FRA-01,2026-08-01,22,3.49,76.78
576,SKU-APP-801,Performance Running Shoes Men Size 10,WH-LON-01,2026-08-01,14,110.00,1540.00
577,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-SIN-01,2026-08-01,29,12.99,376.71
578,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-FRA-01,2026-08-01,25,125.00,3125.00
579,SKU-IND-901,High-Precision Ball Bearing Set,WH-LON-01,2026-08-01,43,45.00,1935.00
580,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-FRA-01,2026-08-01,37,210.00,7770.00
581,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-SIN-01,2026-07-31,20,12.00,240.00
582,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-SIN-01,2026-07-31,28,24.50,686.00
583,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-SIN-01,2026-07-31,36,9.99,359.64
584,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-DXB-01,2026-07-31,8,7.50,60.00
585,SKU-PHA-505,Digital Infrared Thermometer,WH-DXB-01,2026-07-31,10,39.99,399.90
586,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-DXB-01,2026-07-31,44,129.99,5719.56
587,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-FRA-01,2026-07-31,13,34.99,454.87
588,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-DXB-01,2026-07-31,35,59.99,2099.65
589,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-NYC-01,2026-07-31,37,349.99,12949.63
590,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-DXB-01,2026-07-31,18,89.99,1619.82
591,SKU-FMCG-701,Organic Almond Milk 1L,WH-FRA-01,2026-07-31,11,4.50,49.50
592,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-LON-01,2026-07-31,16,16.99,271.84
593,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-SIN-01,2026-07-31,27,13.50,364.50
594,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-LON-01,2026-07-31,33,5.25,173.25
595,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-FRA-01,2026-07-31,14,3.49,48.86
596,SKU-APP-801,Performance Running Shoes Men Size 10,WH-LON-01,2026-07-31,23,110.00,2530.00
597,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-FRA-01,2026-07-31,37,12.99,480.63
598,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-FRA-01,2026-07-31,32,125.00,4000.00
599,SKU-IND-901,High-Precision Ball Bearing Set,WH-FRA-01,2026-07-31,22,45.00,990.00
600,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-LON-01,2026-07-31,11,210.00,2310.00
