Description,average,sd,total_sales,total_revenue,avg_unit_price,product_mix,service_level,lead_time_days,lead_time_sd_days,ordering_cost_per_order,holding_rate,unit_cost,unit_cost_is_real,safety_stock_fixed_leadtime,reorder_point_fixed_leadtime,safety_stock_variable_leadtime,reorder_point_variable_leadtime,demand_lead_time,safety_stock_uplift_pct,safety_stock_investment,annual_demand,eoq_units,eoq_order_cycle_weeks,eoq_practical_units,annual_ordering_cost,annual_holding_cost,annual_logistics_cost
Large Stripes Chocolate Gift Bag,16.0,0.0,16,20.0,1.25,A_A,0.95,20.0,3.3,30.71,0.231,0.81,True,0.0,320.0,86.84827150303772,406.8482715030377,320.0,,70.34709991746055,5840.0,1384.5633460545896,12.328303766239497,898.4615384615386,129.53282384013716,129.53282384013716,4989.465647680275
Parisienne Curio Cabinet,4.0,0.0,4,30.0,7.5,C_A,0.8,20.0,4.6,39.71,0.282,4.515,True,0.0,80.0,15.485830697741623,95.48583069774162,80.0,,69.91852560030343,1460.0,301.7782514026532,10.748266488313677,224.61538461538464,192.11656151670005,192.11656151670005,6976.1331230334
Wrap Dolly Girl,25.0,0.0,25,10.5,0.42,A_C,0.95,24.0,6.7,41.42,0.264,0.2491,True,0.0,600.0,275.5129825143716,875.5129825143715,600.0,,68.63028394432996,9125.0,3390.3743559586937,19.320489480531734,2807.6923076923076,111.47957727314902,111.479577273149,2495.996654546298
Blue Scottie Dog W Flower Pattern,6.0,0.0,6,15.299999999999999,2.55,C_B,0.8,33.0,8.8,32.56,0.265,1.5402,True,0.0,198.0,44.43760113264988,242.4376011326499,198.0,,68.44279326450734,2190.0,591.1092518859891,14.035470821037183,336.92307692307696,120.63150724251109,120.63150724251108,3614.3010144850223
Edwardian Parasol Black,4.5,2.1213203435596424,9,53.550000000000004,5.95,B_A,0.7,22.0,7.3,75.95,0.288,3.8021000000000003,True,5.217719221567709,104.2177192215677,17.999412616015913,116.99941261601592,99.0,244.96706035109023,68.43556670735411,1642.5,477.3353131812665,15.11198556190311,252.6923076923077,261.342229571495,261.342229571495,6767.6337091429905
Black Skull Balloons,20.0,0.0,20,17.0,0.85,A_B,0.95,20.0,3.7,71.73,0.241,0.5576,True,0.0,400.0,121.71916839440894,521.7191683944089,400.0,,67.87060829672242,7300.0,2791.624103582555,19.885541559766146,2246.153846153846,187.5714568189947,187.57145681899473,4445.62291363799
Pink Mini Dots Cutlery,6.0,2.8284271247461903,12,49.800000000000004,4.15,B_A,0.7,25.0,7.8,72.33,0.276,2.63924,True,7.416143171871157,157.41614317187117,25.637983434475974,175.63798343447598,150.0,245.70507661878497,67.66479139960637,2190.0,659.4810252235969,15.658910187957552,336.92307692307696,240.19296073953544,240.1929607395354,6260.321521479071
Traditional Crayons,24.0,0.0,24,10.08,0.42,A_C,0.95,22.0,6.7,56.98,0.261,0.2512,True,0.0,528.0,264.4924632137967,792.4924632137968,528.0,,66.44050675930573,8760.0,3902.098267725664,23.16314040202449,2695.3846153846157,127.91702457327563,127.91702457327563,2456.346049146551
Woodland Height Chart Stickers,12.0,0.0,12,35.400000000000006,2.9500000000000006,A_A,0.95,11.0,1.9,46.34,0.237,1.7610999999999999,True,0.0,132.0,37.502662694493566,169.50266269449355,132.0,,66.04593927127262,4380.0,986.1974750268513,11.708280525432938,673.8461538461539,205.8098962324698,205.80989623246984,8125.237792464939
Childrens Cutlery Circus Parade,4.0,0.0,4,16.6,4.15,C_B,0.8,27.0,7.400000000000001,49.59,0.29,2.6477,True,0.0,108.0,24.911988513758267,132.91198851375827,108.0,,65.95947198787776,1460.0,434.2652647892068,15.466982033588188,224.61538461538464,166.72160052944548,166.72160052944548,4199.085201058891
Ribbon Reel Stripes,20.0,0.0,20,33.0,1.65,A_A,0.95,10.0,2.0,51.93,0.223,0.9966,True,0.0,200.0,65.79414507805889,265.7941450780589,200.0,,65.5704449847935,7300.0,1847.024755332379,13.156888668121058,1123.076923076923,205.24305313481383,205.24305313481378,7685.666106269628
Green Mini Dots Cutlery,4.0,0.0,4,16.6,4.15,C_B,0.8,24.0,7.6,76.7,0.229,2.5557,True,0.0,96.0,25.585285500616592,121.58528550061659,96.0,,65.38831415392582,1460.0,618.6092790159995,22.03265925262464,449.2307692307693,181.02217958664622,181.02217958664625,4093.366359173292
Star Decoration Painted Zinc,96.0,0.0,96,18.240000000000002,0.19000000000000003,A_B,0.95,16.0,3.4,45.08,0.309,0.1212,True,0.0,1536.0,536.8802238369605,2072.8802238369603,1536.0,,65.06988312903961,35040.0,9184.56200954902,13.630057776727996,5390.769230769231,171.98459745360918,171.9845974536092,4590.817194907218
Deluxe Sewing Kit,3.0,0.0,3,17.85,5.95,C_B,0.8,22.0,7.099999999999999,70.15,0.25,3.6295,True,0.0,66.0,17.92653227510307,83.92653227510307,66.0,,65.06434889248659,1095.0,411.4740871181901,19.540321945338707,336.92307692307696,186.68064989943392,186.68064989943386,4347.663799798868
Fancy Fonts Birthday Wrap,25.0,0.0,25,10.5,0.42,A_C,0.95,42.0,6.9,66.0,0.322,0.2293,True,0.0,1050.0,283.73725064912895,1333.737250649129,1050.0,,65.06095157384527,9125.0,4038.9961477374177,23.016745170668024,2807.6923076923076,149.10883248486658,149.10883248486658,2390.5801649697332
Abc Treasure Book Box,8.0,0.0,16,36.0,2.25,A_A,0.95,19.0,3.1,53.28,0.249,1.5863,True,0.0,152.0,40.79236994839651,192.79236994839653,152.0,,64.70893644914139,2920.0,887.5568823369827,15.805807493672294,449.2307692307693,175.28746956516883,175.2874695651689,4982.570939130338
Box Vintage Alphabet Blocks,6.0,0.0,6,71.69999999999999,11.949999999999998,B_A,0.7,10.0,2.8,69.51,0.233,7.2775,True,0.0,60.0,8.809928613495082,68.80992861349509,60.0,,64.11425548471045,2190.0,423.7323600513764,10.061224987521266,336.92307692307696,359.2524771569084,359.2524771569084,16656.229954313818
Dolly Girl Mini Backpack,4.0,0.0,4,16.6,4.15,C_B,0.8,28.0,7.3,50.14,0.263,2.5979,True,0.0,112.0,24.575340020329097,136.5753400203291,112.0,,63.84427583881296,1460.0,462.9078027919078,16.487127222725483,449.2307692307693,158.1403457848123,158.1403457848123,4109.214691569625
Red Mini Dots Cutlery,8.0,0.0,8,33.2,4.15,B_A,0.7,25.0,5.5,64.89,0.28,2.7413000000000003,True,0.0,200.0,23.07362255915379,223.0736225591538,200.0,,63.25172152140829,2920.0,702.6483195221471,12.512915279161522,449.2307692307693,269.66377736284863,269.6637773628487,8543.923554725698
Feltcraft Princess Olivia Doll,4.0,0.0,4,15.0,3.75,C_B,0.8,28.0,7.6,59.74,0.288,2.4638,True,0.0,112.0,25.585285500616592,137.58528550061658,112.0,,63.03702641641916,1460.0,495.8211696613675,17.659384124925417,449.2307692307693,175.9110044848815,175.91100448488152,3948.970008969763
Party Invites Woodland,12.0,0.0,12,10.2,0.85,A_C,0.95,19.0,6.1,52.89,0.266,0.5227,True,0.0,228.0,120.40328549284774,348.4032854928478,228.0,,62.934797327111525,4380.0,1825.4576765292893,21.6721002692975,1347.6923076923078,126.90417476040732,126.90417476040734,2543.234349520815
Paisley Park Tissues,24.0,0.0,24,9.36,0.38999999999999996,A_C,0.95,21.0,6.1,31.95,0.263,0.2605,True,0.0,504.0,240.8065709856955,744.8065709856955,504.0,,62.730111741773676,8760.0,2858.3851313401988,16.967582971425838,2695.3846153846157,97.91612646290702,97.91612646290702,2477.812252925814
Babushka Lights String,2.0,0.0,2,13.5,6.75,C_B,0.8,27.0,8.7,66.61,0.296,4.2525,True,0.0,54.0,14.644209464168707,68.64420946416871,54.0,,62.274500746377434,730.0,277.957327928524,19.79970007162089,224.61538461538464,174.93800347837518,174.93800347837515,3454.2010069567505
Storage Tin Vintage Leaf,6.0,0.0,18,52.019999999999996,2.8899999999999997,A_A,0.95,13.0,3.6,24.709999999999997,0.221,1.734,True,0.0,78.0,35.5288383421518,113.5288383421518,78.0,,61.60700568529122,2190.0,531.4381707237121,12.618623231795903,336.92307692307696,101.8272735778583,101.8272735778583,4001.1145471557165
Sweetheart Fairy Cake Cases,24.0,0.0,24,13.200000000000001,0.55,A_B,0.95,15.0,4.3,66.03,0.237,0.3625,True,0.0,360.0,169.74889430139194,529.7488943013919,360.0,,61.533974184254575,8760.0,3669.522213864432,21.7825519544464,2695.3846153846157,157.62891359931402,157.628913599314,3490.757827198628
Wrap Red Vintage Doily,41.666666666666664,28.867513459481287,125,52.5,0.42,A_A,0.95,10.0,3.0,34.56,0.244,0.24149999999999996,True,150.15390587925145,566.8205725459181,254.59833448205416,671.2650011487208,416.66666666666663,69.55824957813171,61.48549777741607,15208.333333333332,4223.662379709118,14.441453835279397,2339.74358974359,124.44176469336972,124.44176469336972,3921.6960293867387
Wooden Tree Christmas Scandinavian,24.0,0.0,24,6.959999999999999,0.29,A_C,0.95,31.0,9.8,66.78,0.324,0.1578,True,0.0,744.0,386.8695730589863,1130.8695730589864,744.0,,61.048018628708036,8760.0,4783.703500468767,28.396413473102267,2695.3846153846157,122.28868280458333,122.28868280458336,1626.9053656091667
Kids Colour Chalk Sticks,24.0,0.0,24,10.08,0.42,A_C,0.95,29.0,6.2,52.99,0.273,0.2491,True,0.0,696.0,244.75421969037907,940.754219690379,696.0,,60.96827612487343,8760.0,3694.84158903093,21.9328496152521,2695.3846153846157,125.63255793646805,125.63255793646805,2433.381115872936
Belle Jardiniere Cushion Cover,4.0,0.0,4,15.0,3.75,C_B,0.8,28.0,7.6,46.22,0.288,2.3775,True,0.0,112.0,25.585285500616592,137.58528550061658,112.0,,60.829016277715944,1460.0,443.96618150894784,15.812494135935127,224.61538461538464,151.9962619014033,151.99626190140336,3775.142523802807
Childs Breakfast Circus Parade,2.0,0.0,2,17.0,8.5,C_B,0.8,25.0,7.3,72.19,0.302,4.93,True,0.0,50.0,12.287670010164549,62.28767001016455,50.0,,60.578213150111225,730.0,266.0651650588931,18.952587100085537,224.61538461538464,198.0668908247918,198.06689082479178,3995.033781649583
Christmas Craft Tree Top Angel,6.0,0.0,6,12.600000000000001,2.1,C_B,0.8,43.0,10.4,64.31,0.29,1.1403,True,0.0,258.0,52.51716497494985,310.5171649749499,258.0,,59.88532322093532,2190.0,922.9278449104604,21.914268463627373,673.8461538461539,152.60012012495272,152.60012012495272,2802.4572402499057
Spaceboy Mini Backpack,4.0,0.0,16,66.4,4.15,A_A,0.95,20.0,3.4,46.94,0.285,2.6602,True,0.0,80.0,22.37000932654002,102.37000932654001,80.0,,59.508698810461766,1460.0,425.19034456726695,15.143765696916356,224.61538461538464,161.18051803304266,161.1805180330427,4206.253036066086
Spaceboy Birthday Card,12.0,0.0,36,15.120000000000001,0.42000000000000004,A_B,0.95,37.0,12.2,65.28,0.3,0.247,True,0.0,444.0,240.8065709856955,684.8065709856955,444.0,,59.47922303346679,4380.0,2778.0049929564,32.980881194916165,2695.3846153846157,102.92508498903462,102.92508498903463,1287.7101699780692
Cat Bowl Vintage Cream,6.0,0.0,6,19.5,3.25,C_B,0.8,25.0,5.6,39.34,0.226,2.0897,True,0.0,150.0,28.278473448049915,178.2784734480499,150.0,,59.09352596438991,2190.0,604.0293506337545,14.342249421440746,336.92307692307696,142.63313514418732,142.63313514418732,4861.709270288375
Woodland Small Red Felt Heart,16.0,6.928203230275509,48,39.839999999999996,0.83,A_A,0.95,20.0,4.0,32.2,0.287,0.5038,True,50.963925633055354,370.96392563305534,116.95823059497098,436.958230594971,320.0,129.49219304078005,58.92355657374639,5840.0,1612.7955901791024,14.36050867967694,898.4615384615386,116.59754103067526,116.59754103067525,3175.3870820613506
Mini Grocery Magnets,12.0,0.0,12,24.96,2.08,B_A,0.7,23.0,6.6,49.33,0.266,1.4102,True,0.0,276.0,41.53252060647682,317.53252060647685,276.0,,58.56916055925361,4380.0,1073.3131180057646,12.742530168104969,673.8461538461539,201.30695914855997,201.30695914856,6579.28991829712
Spaceboy Cake Cases,15.0,12.727922061357855,30,16.5,0.55,A_B,0.95,16.0,5.1,58.33,0.214,0.3845,True,83.7422750647205,323.7422750647205,151.14987698389038,391.1498769838904,240.0,80.49411347742068,58.11712770030585,5475.0,2786.108267912757,26.461667567390567,1684.6153846153848,114.62467330433269,114.62467330433269,2334.3868466086656
Jam Making Printed,12.0,0.0,24,34.8,1.45,A_A,0.95,16.0,3.4,67.04,0.282,0.8598000000000001,True,0.0,192.0,67.11002797962006,259.11002797962004,192.0,,57.701202056877335,4380.0,1556.3088294178765,18.476725828705383,1347.6923076923078,188.67412074622212,188.67412074622212,4143.272241492445
Feather Pen Coal Black,24.0,0.0,24,9.36,0.38999999999999996,A_C,0.95,24.0,5.7,36.45,0.291,0.2555,True,0.0,576.0,225.01597616696142,801.0159761669614,576.0,,57.491581910658645,8760.0,2930.7169122979885,17.396949707704955,2695.3846153846157,108.95013389390579,108.9501338939058,2456.0802677878114
Ribbon Reel Christmas Present,10.0,0.0,10,16.5,1.65,B_B,0.7,39.0,11.5,70.55,0.294,0.952,True,0.0,390.0,60.306058961424675,450.3060589614247,390.0,,57.41136813127629,3650.0,1356.4937581281465,19.325390526757154,1123.076923076923,189.83316248748528,189.8331624874853,3854.46632497497
Silver Hearts Table Decoration,12.0,0.0,12,9.959999999999999,0.83,A_C,0.95,16.0,5.2,51.66,0.289,0.5553,True,0.0,192.0,102.63886632177186,294.63886632177184,192.0,,56.99536246847991,4380.0,1679.2544037620435,19.936353651969466,1347.6923076923078,134.74480072410955,134.74480072410958,2701.703601448219
Lanterns Fairy Light Star,4.0,0.0,4,16.6,4.15,C_B,0.8,35.0,6.4,26.59,0.258,2.6436,True,0.0,140.0,21.545503579466608,161.5455035794666,140.0,,56.95769326267793,1460.0,337.3982842814799,12.016925193586955,224.61538461538464,115.06104745812112,115.06104745812112,4089.7780949162425
Pantry Cake Cases,24.0,0.0,24,13.200000000000001,0.55,A_B,0.95,14.0,3.6,55.65,0.211,0.3987,True,0.0,336.0,142.1153533686072,478.1153533686072,336.0,,56.66139138806369,8760.0,3404.358516119065,20.208520871939655,2695.3846153846157,143.19702160973878,143.1970216097388,3779.0060432194778
Fairy Cake Baking Cases,16.0,0.0,16,13.28,0.83,A_B,0.95,19.0,3.7999999999999994,69.03,0.236,0.5661,True,0.0,304.0,100.0071005186495,404.0071005186495,304.0,,56.61401960360748,5840.0,2456.6188456134605,21.87400341984588,1796.9230769230771,164.10164756321004,164.10164756321007,3634.2272951264204
Blue Polkadot Kids Bag,12.0,0.0,12,23.4,1.95,B_A,0.7,30.0,7.0,34.35,0.276,1.2812,True,0.0,360.0,44.049643067475415,404.0496430674754,360.0,,56.4364026980495,4380.0,922.4703537624943,10.951702830057009,673.8461538461539,163.09792437919006,163.09792437919006,5937.85184875838
Hand Warmer Red Love Heart,12.0,0.0,12,25.200000000000003,2.1,B_A,0.7,22.0,6.9,65.06,0.3,1.2894,True,0.0,264.0,43.420362452225774,307.4203624522258,264.0,,55.986215345899915,4380.0,1213.8209313140496,14.410659458522964,673.8461538461539,234.76510632545032,234.76510632545035,6117.102212650901
Rotating Silver Angels T-Light Hldr,6.0,0.0,6,15.299999999999999,2.55,C_B,0.8,25.0,6.4,59.34,0.265,1.7187,True,0.0,150.0,32.31825536919991,182.3182553691999,150.0,,55.54538550304388,2190.0,755.4189077369207,17.936887306995377,673.8461538461539,172.02984816638653,172.02984816638656,4108.012696332773
Glass Jar Digestive Biscuits,6.0,0.0,6,17.700000000000003,2.9500000000000006,C_B,0.8,26.0,5.5,42.86,0.255,1.9942,True,0.0,156.0,27.773500707906173,183.77350070790618,156.0,,55.38591511170649,2190.0,607.5873068775966,14.426730574262567,336.92307692307696,154.48545244035117,154.48545244035114,4676.268904880702
Red Spotty Cup,12.0,5.656854249492381,24,20.4,0.85,A_A,0.95,25.0,4.2,69.88,0.27,0.5823,True,46.52348614706695,346.52348614706693,95.06286353582736,395.0628635358274,300.0,104.33306144625743,55.355105436912275,4380.0,1973.2096199653622,23.426232931095626,1347.6923076923078,155.11499483028712,155.11499483028715,2860.7039896605743
String Stars Card Holder,6.0,0.0,6,17.700000000000003,2.9500000000000006,C_B,0.8,22.0,7.2,30.26,0.316,1.5193,True,0.0,132.0,36.3580372903499,168.3580372903499,132.0,,55.2387660552286,2190.0,525.4195242675997,12.475714731468122,336.92307692307696,126.12664154872279,126.12664154872277,3579.520283097446
Tablecloth Red Apples,2.0,0.0,2,19.9,9.95,C_A,0.8,18.0,5.900000000000001,52.39000000000001,0.3,5.560666666666666,True,0.0,36.0,9.93113055616039,45.93113055616039,36.0,,55.22370664595587,730.0,214.1295324327612,15.253062584251484,112.30769230769232,178.60544300216608,178.6054430021661,4416.497552670999
S Christmas Tissues,24.0,0.0,24,9.36,0.38999999999999996,A_C,0.95,32.0,6.8,41.42,0.345,0.2044,True,0.0,768.0,268.4401119184802,1036.4401119184802,768.0,,54.869158876137355,8760.0,3207.909479678887,19.04238503918974,2695.3846153846157,113.10768034399786,113.10768034399787,2016.759360687996
Pink Glass Candleholder,6.0,0.0,6,17.700000000000003,2.9500000000000006,C_B,0.8,25.0,5.4,27.57,0.249,2.0119,True,0.0,150.0,27.268527967762427,177.26852796776242,150.0,,54.86155141834122,2190.0,490.9673019916418,11.657671097518437,336.92307692307696,122.97825080218453,122.97825080218453,4652.017501604369
Retrospot Babushka Doorstop,4.0,0.0,4,15.0,3.75,C_B,0.8,31.0,6.6,44.68,0.273,2.4638,True,0.0,124.0,22.218800566324937,146.21880056632494,124.0,,54.74268083531138,1460.0,440.41688306150564,15.686080766574173,224.61538461538464,148.11602940046697,148.116029400467,3893.380058800934
Jumbo Bag S Christmas,10.0,0.0,10,20.8,2.08,B_A,0.7,41.0,8.9,60.79,0.336,1.1565,True,0.0,410.0,46.67164563101562,456.6716456310156,410.0,,53.97575817226957,3650.0,1068.6489035566058,15.224587119162601,561.5384615384615,207.6299327698201,207.62993276982007,4636.484865539641
Box Cocktail Parasols,25.0,0.0,25,10.5,0.42,A_C,0.95,16.0,4.4,68.84,0.213,0.2978,True,0.0,400.0,180.93389896466198,580.9338989646619,400.0,,53.88211511167634,9125.0,4450.40686438403,25.361222679229538,2807.6923076923076,141.14776898874453,141.1477689887446,2999.720537977489
Colour Pencils Dolly Girl,16.0,0.0,16,10.4,0.65,A_C,0.95,25.0,5.5,39.59,0.296,0.3705,True,0.0,400.0,144.74711917172957,544.7471191717295,400.0,,53.628807653125804,5840.0,2053.403086955133,18.283726116723788,1796.9230769230771,112.59630487009777,112.59630487009775,2388.9126097401954
Mini Funky Tapes,20.0,0.0,20,17.0,0.85,A_B,0.95,17.0,2.9,43.88,0.299,0.5618,True,0.0,340.0,95.40151036318538,435.40151036318537,340.0,,53.59656852203754,7300.0,1952.9147058116844,13.911173246877752,1123.076923076923,164.02354851788812,164.02354851788814,4429.187097035776
Knick Knack Tins London,6.0,0.0,6,24.900000000000002,4.15,C_A,0.8,19.0,3.6,36.86,0.269,2.9424,True,0.0,114.0,18.17901864517495,132.17901864517495,114.0,,53.48994446156277,2190.0,451.63513936354417,10.723756733746253,336.92307692307696,178.73587098151285,178.73587098151282,6801.327741963027
Recipe Box Pantry Yellow,12.0,0.0,12,35.400000000000006,2.9500000000000006,B_A,0.7,14.0,4.4,61.16,0.235,1.92775,True,0.0,168.0,27.68834707098455,195.68834707098455,168.0,,53.37621106609046,4380.0,1087.4930857908669,12.910876817608465,673.8461538461539,246.32873854566787,246.32873854566787,8936.202477091336
Regency Sugar Bowl Green,4.0,0.0,4,16.6,4.15,C_B,0.8,23.0,5.9,47.57,0.245,2.6726,True,0.0,92.0,19.862261112320777,111.86226111232078,92.0,,53.08387904878851,1460.0,460.583077407645,16.404328784381878,449.2307692307693,150.79190575325987,150.79190575325984,4203.57981150652
Knick Knack Tins Poppies,6.0,0.0,12,49.800000000000004,4.15,B_A,0.7,20.0,6.0,40.31,0.257,2.8096,True,0.0,120.0,18.878418457489463,138.87841845748946,120.0,,53.040804498162395,2190.0,494.486734721494,11.741237536766068,336.92307692307696,178.52632598874598,178.52632598874598,6510.0766519774925
Cosy Slipper Shoes Small Green,6.0,0.0,6,17.700000000000003,2.9500000000000006,C_B,0.8,22.0,5.6,45.36,0.281,1.8644,True,0.0,132.0,28.278473448049915,160.2784734480499,132.0,,52.72238589654427,2190.0,615.8158619625593,14.62211179089182,336.92307692307696,161.31185657254088,161.3118565725409,4405.659713145082
Cardholder Gingham Christmas Tree,6.0,0.0,6,19.5,3.25,C_B,0.8,30.0,5.6,52.14,0.318,1.8525,True,0.0,180.0,28.278473448049915,208.2784734480499,180.0,,52.38587206251247,2190.0,622.6297964421677,14.78390384246243,336.92307692307696,183.39404996754936,183.39404996754942,4423.763099935099
Pantry Tea Towels,6.0,0.0,6,19.5,3.25,B_B,0.7,25.0,7.4,53.63000000000001,0.236,2.2458,True,0.0,150.0,23.283382764237004,173.283382764237,150.0,,52.289821011923465,2190.0,665.7319703285667,15.80733445529017,336.92307692307696,176.42190135773959,176.4219013577396,5271.145802715479
Alarm Clock Bakelike Green,6.0,2.8284271247461903,12,45.0,3.75,B_A,0.7,22.0,6.7,72.5,0.266,2.355,True,6.956958962090279,138.95695896209028,22.19918125889561,154.1991812588956,132.0,219.09317533512765,52.27907186469916,2190.0,711.9832629062882,16.905538662615065,673.8461538461539,223.00383769119313,223.0038376911931,5603.457675382386
French Style Embossed Heart Cabinet,1.0,0.0,1,21.95,21.95,C_A,0.8,20.0,4.8,25.0,0.298,12.8846,True,0.0,20.0,4.039781921149989,24.039781921149988,20.0,,52.05097414124915,365.0,68.94262768221375,9.821963395822232,56.15384615384616,132.3564289145034,132.35642891450345,4967.591857829007
Home Sweet Home Key Holder,3.0,1.4142135623730951,6,37.5,6.25,C_A,0.8,16.0,5.2,31.57,0.301,3.7,True,4.76092865159996,52.76092865159996,13.965841549599029,61.96584154959903,48.0,193.34280287745256,51.67361373351641,1095.0,249.15823086957528,11.832171694262936,168.46153846153848,138.74376085972298,138.74376085972298,4328.987521719446
Frying Pan Union Flag,4.0,0.0,4,17.0,4.25,C_B,0.8,23.0,5.3,72.65,0.276,2.8943,True,0.0,92.0,17.842370151745783,109.84237015174578,92.0,,51.641171930197814,1460.0,515.3270287833553,18.354113353927723,449.2307692307693,205.8285206782578,205.82852067825783,4637.335041356516
Bird Decoration Green Spot,12.0,0.0,12,10.2,0.85,B_C,0.75,36.0,11.8,34.35,0.261,0.5372,True,0.0,432.0,95.50774862776517,527.5077486277652,432.0,,51.30676256283545,4380.0,1464.9647273917956,17.39227530236835,1347.6923076923078,102.70076622791089,102.70076622791088,2558.337532455822
Cake Stand White Two Tier Lace,2.0,0.0,2,17.0,8.5,C_B,0.8,22.0,5.3,58.02,0.221,5.695,True,0.0,44.0,8.921185075872891,52.92118507587289,44.0,,50.80614900709612,730.0,259.43125052870727,18.48003428423668,224.61538461538464,163.2594373795892,163.25943737958917,4483.868874759179
Red Spotty Round Cake Tins,2.0,0.0,2,19.9,9.95,C_A,0.8,15.0,4.4,60.67,0.213,6.8543,True,0.0,30.0,7.406266855441646,37.40626685544164,30.0,,50.764774907253674,730.0,246.3156857603471,17.54577487607952,224.61538461538464,179.80625092261113,179.80625092261116,5363.251501845222
Woodland Mini Backpack,4.0,0.0,20,83.0,4.15,A_A,0.95,16.0,2.8,38.19,0.24299999999999997,2.7556,True,0.0,64.0,18.422360621856487,82.42236062185648,64.0,,50.76465692958774,1460.0,408.0891329683243,14.534681448186893,224.61538461538464,136.630445399113,136.63044539911297,4296.436890798226
Toy Tidy Spaceboy,10.0,0.0,10,21.0,2.1,B_A,0.7,22.0,7.2,71.87,0.297,1.344,True,0.0,220.0,37.756836914978926,257.7568369149789,220.0,,50.74518881373168,3650.0,1146.4560051101123,16.33307185362352,1123.076923076923,228.81427532389677,228.81427532389668,5363.228550647794
Enamel Flower Jug Cream,3.0,0.0,3,17.85,5.95,C_B,0.8,25.0,5.2,69.51,0.276,3.8616,True,0.0,75.0,13.129291243737462,88.12929124373747,75.0,,50.700071066816584,1095.0,377.9266499021269,17.94720163918776,336.92307692307696,201.39741407416332,201.39741407416335,4631.246828148327
Round Storage Tin Vintage Leaf,8.0,3.4641016151377544,24,46.8,1.95,A_A,0.95,11.0,3.0,47.71,0.19000000000000003,1.1583,True,18.897929408816047,106.89792940881605,43.766708415181874,131.76670841518188,88.0,131.59525823376356,50.69497835730517,2920.0,1125.1846613693563,20.037535065481688,898.4615384615386,123.81363236009192,123.81363236009194,3629.8632647201844
Folding Umbrella Red/White Polkadot,4.0,0.0,4,19.8,4.95,C_A,0.8,18.0,4.5,36.68,0.241,3.3116,True,0.0,72.0,15.149182204312456,87.14918220431245,72.0,,50.16803178780113,1460.0,366.3351833925052,13.047554476993337,224.61538461538464,146.18524899537573,146.18524899537573,5127.306497990751
Red Kitchen Scales,2.5,1.0,10,85.0,8.5,B_A,0.7,21.0,6.8,77.86,0.266,5.422999999999999,True,2.403105043958248,54.90310504395825,9.23302378941056,61.73302378941056,52.5,284.21224293227255,50.07068800997346,912.5,313.8542497167891,17.885392860573187,280.7692307692308,226.37020229648158,226.37020229648158,5401.227904592963
Pin Cushion Babushka Pink,6.0,0.0,6,20.1,3.35,B_A,0.7,22.0,7.5,33.95,0.271,2.1172,True,0.0,132.0,23.59802307186183,155.59802307186183,132.0,,49.96173444774587,2190.0,509.0862373444677,12.08789239356727,336.92307692307696,146.04696522112332,146.04696522112332,4928.761930442246
Pantry Hook Balloon Whisk,12.0,0.0,12,24.96,2.08,B_A,0.7,22.0,5.6,36.37,0.234,1.4123,True,0.0,264.0,35.239714453980326,299.23971445398035,264.0,,49.76904872335642,4380.0,981.8661668178568,11.656858601490537,673.8461538461539,162.24268172543253,162.24268172543253,6510.359363450866
Red Retrospot Tape,15.0,6.0,60,39.0,0.65,A_A,0.95,23.0,5.7,44.25,0.292,0.3348333333333333,True,47.33064525221478,392.33064525221477,148.38594615155438,493.3859461515544,345.0,213.50923986106199,49.684560969745455,5475.0,2226.167961527568,21.143513059257266,1684.6153846153848,108.82770491124951,108.8277049112495,2050.867909822499
Paper Lantern Point Snow Star,3.0,0.0,3,17.25,5.75,C_B,0.8,23.0,5.6,33.79,0.293,3.5075,True,0.0,69.0,14.139236724024958,83.13923672402495,69.0,,49.59337280951754,1095.0,268.33881852609176,12.743030651467372,168.46153846153848,137.8855664761091,137.8855664761091,4116.483632952218
Novelty Biscuits Cake Stand Tier,2.0,0.0,2,19.9,9.95,C_A,0.8,24.0,4.6,43.6,0.252,6.3879,True,0.0,48.0,7.742915348870811,55.74291534887081,48.0,,49.460968957051854,730.0,198.85675478498902,14.165138697012917,112.30769230769232,160.0549100502699,160.05491005026997,4983.27682010054
Baking Retrospot,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,18.0,5.5,68.19,0.254,3.5096,True,0.0,54.0,13.886750353953087,67.88675035395309,54.0,,48.73693904223375,1095.0,409.29527740926727,19.436853356421825,336.92307692307696,182.43076361063666,182.43076361063666,4207.873527221273
Doormat Home Sweet Home Blue,2.0,0.0,2,16.5,8.25,C_B,0.8,19.0,5.8,70.08,0.249,4.989599999999999,True,0.0,38.0,9.762806309445805,47.76280630944581,38.0,,48.712498361610784,730.0,286.9729323116874,20.441907507133898,224.61538461538464,178.2690778112682,178.26907781126818,3998.946155622536
Red Retrospot Tissues,24.0,0.0,24,6.959999999999999,0.29,A_C,0.95,20.0,6.400000000000001,63.98,0.23,0.1928,True,0.0,480.0,252.64951709974616,732.6495170997462,480.0,,48.71082689683106,8760.0,5027.727556292154,29.844958096711416,2695.3846153846157,111.47477537810964,111.47477537810964,1911.877550756219
