Description,ADI,average,sd,cv_squared,demand_pattern,product_mix
FELT EGG COSY CHICKEN,212.5,20.0,13.856406460551018,0.48,intermittent,B_B
FELT FARM ANIMAL WHITE BUNNY ,135.33333333333334,21.0,18.0,0.7346938775510203,lumpy,A_B
FELT TOADSTOOL  SMALL,43.81818181818182,12.0,0.0,0.0,intermittent,A_B
FELT TOADSTOOL LARGE,42.2,12.0,0.0,0.0,intermittent,A_A
FELTCRAFT 6 FLOWER FRIENDS,42.07142857142857,6.8,3.0983866769659336,0.20761245674740486,intermittent,A_A
FELTCRAFT BUTTERFLY HEARTS,140.0,7.0,7.0710678118654755,1.0204081632653064,lumpy,C_C
FELTCRAFT CHRISTMAS FAIRY,97.25,6.4,2.1908902300206643,0.11718749999999996,intermittent,B_B
FELTCRAFT CUSHION BUTTERFLY,533.0,6.0,2.8284271247461903,0.22222222222222227,intermittent,C_B
FELTCRAFT CUSHION OWL,48.416666666666664,8.307692307692308,7.20398749981119,0.7519433013260172,lumpy,A_A
FELTCRAFT CUSHION RABBIT,161.33333333333334,6.0,2.309401076758503,0.1481481481481481,intermittent,B_B
FELTCRAFT DOLL EMILY,128.0,6.0,0.0,0.0,intermittent,B_B
FELTCRAFT DOLL MARIA,63.4,6.0,0.0,0.0,intermittent,B_B
FELTCRAFT DOLL MOLLY,64.8,6.0,0.0,0.0,intermittent,B_A
FELTCRAFT DOLL ROSIE,53.666666666666664,6.0,0.0,0.0,intermittent,B_A
FELTCRAFT GIRL AMELIE KIT,42.2,4.0,0.0,0.0,intermittent,B_B
FELTCRAFT GIRL NICOLE KIT,12.0,4.0,0.0,0.0,intermittent,C_B
FELTCRAFT PRINCESS CHARLOTTE DOLL,140.33333333333334,5.0,2.0,0.16000000000000003,intermittent,C_B
FELTCRAFT PRINCESS LOLA DOLL,97.5,5.6,2.1908902300206643,0.15306122448979592,intermittent,B_B
FELTCRAFT PRINCESS OLIVIA DOLL,92.25,4.0,0.0,0.0,intermittent,C_B
FIRST AID TIN,151.0,6.0,0.0,0.0,intermittent,C_B
FIVE CATS HANGING DECORATION,141.75,6.0,0.0,0.0,intermittent,B_B
FIVE HEART HANGING DECORATION,61.18181818181818,5.75,0.8660254037844387,0.022684310018903597,intermittent,B_A
FLAMINGO LIGHTS,43.0,12.666666666666666,10.263202878893768,0.6565096952908588,lumpy,B_A
FLORAL ELEPHANT SOFT TOY,70.33333333333333,3.0,0.0,0.0,intermittent,C_B
FLORAL FOLK STATIONERY SET,129.2,26.0,17.663521732655695,0.4615384615384617,intermittent,A_A
FLORAL SOFT CAR TOY,195.66666666666666,4.0,0.0,0.0,intermittent,C_B
FLOWER PENCIL/RUBBER+5 MINI PENCILS,43.0,24.0,0.0,0.0,intermittent,B_C
FLYING PIG WATERING CAN,294.0,15.0,12.727922061357855,0.72,lumpy,B_B
FOLDING BUTTERFLY MIRROR HOT PINK ,10.0,12.0,0.0,0.0,intermittent,B_C
FOLDING UMBRELLA  CREAM/MULTI  SPOT,116.0,4.0,0.0,0.0,intermittent,C_B
"FOLDING UMBRELLA , RED/WHITE SPOT",81.0,4.0,0.0,0.0,intermittent,C_B
FOLDING UMBRELLA BLACKBLUE POLKADOT,377.0,4.0,0.0,0.0,intermittent,C_B
FOLDING UMBRELLA PINKWHITE POLKADOT,71.0,6.0,2.8284271247461903,0.22222222222222227,intermittent,C_B
FOLDING UMBRELLA RED/WHITE POLKADOT,75.4,4.0,0.0,0.0,intermittent,B_B
FOLKART CLIP ON STARS,462.0,42.0,42.42640687119285,1.0204081632653064,lumpy,B_B
FOLKART STAR CHRISTMAS DECORATIONS,83.5,33.333333333333336,25.40341184434353,0.5807999999999999,lumpy,A_B
FOOD CONTAINER SET 3 LOVE HEART ,44.53333333333333,6.375,1.5,0.05536332179930796,intermittent,A_A
FOOD COVER WITH BEADS SET 2 ,1.0,28.0,31.11269837220809,1.2346938775510203,erratic,B_A
FOUR HOOK  WHITE LOVEBIRDS,31.954545454545453,8.347826086956522,3.498164397251454,0.1756036931818182,intermittent,A_A
FRENCH ENAMEL CANDLEHOLDER,39.0,8.0,3.0983866769659336,0.15000000000000002,intermittent,B_B
FRENCH ENAMEL POT W LID,68.0,7.5,2.7774602993176543,0.13714285714285715,intermittent,B_A
FRENCH ENAMEL UTENSIL HOLDER,45.285714285714285,6.0,4.27617987059879,0.5079365079365079,lumpy,B_A
FRENCH ENAMEL WATER BASIN,245.5,4.0,0.0,0.0,intermittent,C_B
FRENCH STYLE EMBOSSED HEART CABINET,33.5,1.3333333333333333,0.5773502691896257,0.18749999999999997,intermittent,C_B
FRIDGE MAGNETS LES ENFANTS ASSORTED,17.0,30.0,8.48528137423857,0.08,intermittent,B_B
FRIDGE MAGNETS US DINER ASSORTED,96.0,18.0,6.928203230275509,0.1481481481481481,intermittent,B_B
FROG KING WATERING CAN,3.0,6.0,0.0,0.0,intermittent,C_C
FRYING PAN BLUE POLKADOT,185.5,3.3333333333333335,1.1547005383792517,0.12000000000000004,intermittent,C_B
FRYING PAN BLUE POLKADOT ,15.0,4.0,0.0,0.0,intermittent,C_C
FRYING PAN PINK POLKADOT,30.307692307692307,7.0,5.5884496267542065,0.6373626373626373,lumpy,A_A
FRYING PAN PINK POLKADOT ,21.153846153846153,7.428571428571429,3.457751286030266,0.21665908056440608,intermittent,A_A
FRYING PAN RED POLKADOT ,20.5,6.857142857142857,7.559289460184544,1.2152777777777777,lumpy,B_A
FRYING PAN RED RETROSPOT,29.846153846153847,9.285714285714286,8.361344862645478,0.8108147473827947,lumpy,A_A
FRYING PAN UNION FLAG,335.0,4.0,0.0,0.0,intermittent,C_C
FUNKY DIVA PEN,26.785714285714285,64.0,23.421601750764797,0.13392857142857142,intermittent,A_A
FUNKY MONKEY GIFT BAG MEDIUM,212.0,64.0,69.2820323027551,1.1718750000000002,lumpy,A_B
FUNKY WASHING UP GLOVES ASSORTED,110.5,12.0,0.0,0.0,intermittent,B_B
GARDEN PATH JOURNAL,181.33333333333334,40.5,46.82947789587238,1.3369913122999542,lumpy,A_A
GARDEN PATH SKETCHBOOK,347.0,18.0,19.79898987322333,1.2098765432098764,lumpy,B_B
GENTLEMAN SHIRT REPAIR KIT ,63.666666666666664,12.0,0.0,0.0,intermittent,B_B
GEORGIAN TRINKET BOX,76.0,1.0,0.0,0.0,intermittent,C_C
GIANT 50'S CHRISTMAS CRACKER,30.0,12.0,0.0,0.0,intermittent,B_B
GIFT BAG BIRTHDAY,45.5,15.428571428571429,9.071147352221454,0.345679012345679,intermittent,A_B
GIFT BAG PSYCHEDELIC APPLES,47.75,16.0,8.48528137423857,0.28124999999999994,intermittent,A_B
GIN & TONIC DIET GREETING CARD ,247.0,12.0,0.0,0.0,intermittent,B_C
GIN + TONIC DIET METAL SIGN,323.0,7.0,7.0710678118654755,1.0204081632653064,lumpy,C_C
GIN AND TONIC MUG,231.0,12.0,0.0,0.0,intermittent,C_C
GINGERBREAD MAN COOKIE CUTTER,28.0,14.5,6.136272985603407,0.1790908259398152,intermittent,A_A
GINGHAM BABUSHKA DOORSTOP,125.0,6.0,2.8284271247461903,0.22222222222222227,intermittent,C_C
GINGHAM HEART  DOORSTOP RED,191.33333333333334,12.0,13.735598518691011,1.3101851851851853,lumpy,B_A
GINGHAM HEART DECORATION,181.0,18.0,8.48528137423857,0.22222222222222215,intermittent,B_C
GINGHAM RECIPE BOOK BOX,20.0,4.0,0.0,0.0,intermittent,C_B
GINGHAM ROSE WRAP,16.5,33.333333333333336,14.433756729740644,0.18749999999999997,intermittent,A_B
GIRAFFE WOODEN RULER,47.6,34.0,53.88877434122992,2.512110726643599,lumpy,A_A
GIRLS ALPHABET IRON ON PATCHES ,110.6,288.0,0.0,0.0,intermittent,A_A
GIRLS VINTAGE TIN SEASIDE BUCKET,91.66666666666667,8.285714285714286,4.070801956792859,0.24137931034482746,intermittent,B_A
GIRLY PINK TOOL SET,85.0,4.0,0.0,0.0,intermittent,C_B
GLASS  BEURRE DISH,48.75,16.384615384615383,13.438368338073772,0.6726986855929529,lumpy,A_A
GLASS  SONGBIRD STORAGE JAR,27.0,1.5,0.7071067811865476,0.22222222222222227,intermittent,C_B
GLASS APOTHECARY BOTTLE TONIC,40.0,4.0,0.0,0.0,intermittent,C_C
GLASS CAKE COVER AND PLATE,297.0,1.0,0.0,0.0,intermittent,C_C
GLASS CHALICE GREEN  LARGE ,360.0,6.0,0.0,0.0,intermittent,C_C
GLASS ETCHED T-LIGHT HOLDER LARGE,98.5,8.0,3.4641016151377544,0.18749999999999997,intermittent,B_B
GLASS JAR DIGESTIVE BISCUITS,486.0,6.0,0.0,0.0,intermittent,C_C
GLASS JAR ENGLISH CONFECTIONERY,412.0,15.0,12.727922061357855,0.72,lumpy,B_B
GLITTER BUTTERFLY CLIPS,86.6,10.0,4.898979485566356,0.24,intermittent,B_A
GLITTER CHRISTMAS TREE,292.0,24.0,16.97056274847714,0.4999999999999999,lumpy,B_C
GLITTER SNOW PEAR TREE DECORATION,37.0,54.0,25.45584412271571,0.2222222222222222,intermittent,A_B
GLOW IN DARK DOLPHINS,273.0,24.0,0.0,0.0,intermittent,B_C
GOLD FISHING GNOME,15.0,5.0,4.242640687119285,0.7199999999999998,lumpy,C_B
GOLD MUG BONE CHINA TREE OF LIFE,341.0,9.0,4.242640687119285,0.22222222222222215,intermittent,C_C
GRAND CHOCOLATECANDLE,92.5,9.0,0.0,0.0,intermittent,B_B
GRASS HOPPER WOODEN WALL CLOCK ,38.0,6.5,4.949747468305833,0.5798816568047337,lumpy,C_C
GREEN  SPOTTY PLATE ,29.4,8.727272727272727,2.412090756622109,0.07638888888888891,intermittent,A_A
GREEN 3 PIECE MINI DOTS CUTLERY SET,22.53846153846154,8.571428571428571,6.5364573528230645,0.5815384615384612,lumpy,A_A
GREEN 3 PIECE POLKADOT CUTLERY SET,47.0,8.0,3.4641016151377544,0.18749999999999997,intermittent,B_B
GREEN DRAWER KNOB ACRYLIC EDWARDIAN,33.0,12.0,0.0,0.0,intermittent,B_C
GREEN FERN JOURNAL ,126.0,38.0,33.04542328371661,0.7562326869806093,lumpy,A_A
GREEN GINGHAM FLOWER JEWELLERY BOX,41.0,16.571428571428573,15.735915849388862,0.9017043202536659,lumpy,A_A
GREEN MINI TAPE MEASURE ,65.0,20.0,14.142135623730951,0.5000000000000001,lumpy,B_C
GREEN POLKADOT BOWL,34.22222222222222,8.8,2.5298221281347035,0.08264462809917354,intermittent,A_B
GREEN POLKADOT PLATE ,58.142857142857146,10.0,5.656854249492381,0.32,intermittent,B_B
GREEN REGENCY TEACUP AND SAUCER,88.6,5.166666666666667,2.0412414523193148,0.15608740894901135,intermittent,B_B
GREEN SPOTTY BOWL,26.727272727272727,8.666666666666666,2.309401076758503,0.0710059171597633,intermittent,A_B
GREEN SPOTTY CUP,21.0,9.066666666666666,2.814926202195987,0.09639149777558081,intermittent,A_B
GREEN VINTAGE SPOT BEAKER,11.88888888888889,11.2,5.593647190240809,0.24943310657596376,intermittent,A_B
GREY HEART HOT WATER BOTTLE,59.285714285714285,7.5,3.9641248358604595,0.27936507936507937,intermittent,B_A
GROW YOUR OWN FLOWERS SET OF 3,33.0,2.0,0.0,0.0,intermittent,C_C
GROW YOUR OWN HERBS SET OF 3,33.0,2.0,0.0,0.0,intermittent,C_C
GROW YOUR OWN PLANT IN A CAN ,113.0,24.0,0.0,0.0,intermittent,B_B
GUMBALL COAT RACK,10.982456140350877,18.379310344827587,14.119574053272853,0.5901803814507597,lumpy,A_A
GUMBALL MAGAZINE RACK,55.285714285714285,2.75,1.4880476182856899,0.29279811097992914,intermittent,C_A
GUMBALL MONOCHROME COAT RACK,19.0,12.0,0.0,0.0,intermittent,B_B
GYMKHANA TREASURE BOOK BOX,54.0,8.0,0.0,0.0,intermittent,C_C
HAIRCLIPS FORTIES FABRIC ASSORTED,114.33333333333333,15.428571428571429,5.855400437691199,0.1440329218106996,intermittent,A_B
HAND WARMER BABUSHKA DESIGN,64.33333333333333,25.714285714285715,31.314077163017732,1.4829629629629628,lumpy,A_A
HAND WARMER BIRD DESIGN,52.125,12.222222222222221,0.6666666666666669,0.00297520661157025,intermittent,A_A
HAND WARMER OWL DESIGN,22.210526315789473,25.8,25.611674969373674,0.9854544419458595,lumpy,A_A
HAND WARMER RED LOVE HEART,9.0,12.0,0.0,0.0,intermittent,B_B
HAND WARMER RED RETROSPOT,168.0,48.0,43.266615305567875,0.8125000000000001,lumpy,A_A
HANGING GLASS ETCHED TEALIGHT,74.0,18.0,8.48528137423857,0.22222222222222215,intermittent,B_B
HANGING HEART JAR T-LIGHT HOLDER,595.0,18.0,8.48528137423857,0.22222222222222215,intermittent,B_B
HANGING HEART ZINC T-LIGHT HOLDER,80.0,12.625,5.208166663999915,0.17017939417704148,intermittent,A_B
HANGING JAM JAR T-LIGHT HOLDER,315.0,54.0,59.39696961966999,1.2098765432098764,lumpy,A_B
HANGING METAL STAR LANTERN,88.0,12.0,0.0,0.0,intermittent,C_B
HANGING QUILTED PATCHWORK APPLES,10.142857142857142,18.0,12.828539611796371,0.5079365079365079,lumpy,A_B
HANGING RIDGE GLASS T-LIGHT HOLDER,59.0,12.0,0.0,0.0,intermittent,C_B
HAPPY STENCIL CRAFT,74.875,20.666666666666668,21.02379604162864,1.034859521331946,lumpy,A_A
HAWAIIAN GRASS SKIRT ,424.0,9.0,4.242640687119285,0.22222222222222215,intermittent,C_C
HEART FILIGREE DOVE  SMALL,16.0,24.0,0.0,0.0,intermittent,B_B
HEART T-LIGHT HOLDER WILLIE WINKIE,29.0,12.0,0.0,0.0,intermittent,B_B
HEART WOODEN CHRISTMAS DECORATION,186.0,12.0,0.0,0.0,intermittent,B_C
HEART WREATH DECORATION WITH BELL,21.875,49.333333333333336,57.06137047074842,1.3378378378378377,lumpy,A_A
HEN HOUSE W CHICK STANDING,304.0,18.0,8.48528137423857,0.22222222222222215,intermittent,B_C
HI TEC ALPINE HAND WARMER,382.0,12.0,0.0,0.0,intermittent,C_B
HOLIDAY FUN LUDO,74.66666666666667,4.0,0.0,0.0,intermittent,C_B
HOME BUILDING BLOCK WORD,119.6,3.5,1.224744871391589,0.1224489795918367,intermittent,C_B
HOME SWEET HOME KEY HOLDER,27.5,2.6666666666666665,1.1547005383792515,0.18749999999999997,intermittent,C_B
HOME SWEET HOME METAL SIGN ,54.833333333333336,14.307692307692308,17.922911851336245,1.5691987513007282,lumpy,A_A
HOME SWEET HOME MUG,150.66666666666666,15.0,6.0,0.16000000000000003,intermittent,B_B
HOMEMADE JAM SCENTED CANDLES,44.285714285714285,15.0,8.48528137423857,0.32,intermittent,A_A
"HOOK, 1 HANGER ,MAGIC GARDEN",19.428571428571427,14.727272727272727,6.340961457680705,0.18538114834411132,intermittent,A_A
"HOOK, 3 HANGER ,MAGIC GARDEN",11.4375,14.823529411764707,5.246847793171238,0.12528344671201816,intermittent,A_A
"HOOK, 5 HANGER , MAGIC TOADSTOOL",10.185185185185185,20.142857142857142,18.199947671301018,0.8163908589440507,lumpy,A_A
"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",11.0,17.53846153846154,10.312054186167831,0.34570637119113556,intermittent,A_A
HOT BATHS SOAP HOLDER,90.5,9.333333333333334,4.618802153517007,0.24489795918367352,intermittent,B_B
HOT WATER BOTTLE BABUSHKA ,4.9,12.727272727272727,13.835395976197495,1.181714285714286,lumpy,A_A
HOT WATER BOTTLE I AM SO POORLY,426.0,4.0,0.0,0.0,intermittent,C_B
HOT WATER BOTTLE KEEP CALM,15.5,5.6,3.5777087639996634,0.4081632653061225,intermittent,B_B
HOT WATER BOTTLE TEA AND SYMPATHY,89.125,6.444444444444445,3.972125095937662,0.37990487514863264,intermittent,B_A
I LOVE LONDON BEAKER,13.0,12.0,0.0,0.0,intermittent,B_B
ICE CREAM BUBBLES,14.6,26.666666666666668,16.329931618554518,0.3749999999999998,intermittent,A_B
ICE CREAM PEN LIP GLOSS ,32.333333333333336,24.0,0.0,0.0,intermittent,A_B
ICE CREAM SUNDAE LIP GLOSS,81.5,24.0,0.0,0.0,intermittent,B_B
ICON PLACEMAT POP ART ELVIS,376.0,36.0,16.97056274847714,0.22222222222222215,intermittent,B_C
IF YOU CAN'T STAND THE HEAT MUG,306.0,12.0,0.0,0.0,intermittent,B_C
ILLUSTRATED CAT BOWL ,74.5,6.0,0.0,0.0,intermittent,C_B
INFLATABLE POLITICAL GLOBE ,57.0,31.0,34.39476704383968,1.2310093652445369,lumpy,A_A
IVORY DINER WALL CLOCK,69.83333333333333,4.0,3.6514837167011076,0.8333333333333334,lumpy,B_A
IVORY GIANT GARDEN THERMOMETER,94.0,4.0,0.0,0.0,intermittent,C_B
IVORY KITCHEN SCALES,18.387096774193548,2.625,0.9418581497197699,0.12873966791017483,intermittent,B_A
IVORY PAPER CUP CAKE CASES ,190.5,24.0,0.0,0.0,intermittent,B_B
JAM JAR WITH GREEN LID,23.615384615384617,22.285714285714285,15.508948143812738,0.484296768320437,intermittent,A_A
JAM JAR WITH PINK LID,14.56,18.46153846153846,10.856263700668915,0.34580000000000005,intermittent,A_A
JAM MAKING SET PRINTED,10.11111111111111,21.72972972972973,12.597726092541569,0.3361055419420311,intermittent,A_A
JAM MAKING SET WITH JARS,20.352941176470587,12.0,9.203579866168447,0.5882352941176472,lumpy,A_A
JAPANESE CROCHETED ANIMAL,252.0,24.0,0.0,0.0,intermittent,B_C
JIGSAW RABBIT AND BIRDHOUSE,189.33333333333334,15.0,6.0,0.16000000000000003,intermittent,B_B
JIGSAW TOADSTOOLS 3 PIECE,52.36363636363637,10.0,3.6181361349331636,0.13090909090909092,intermittent,A_A
JIGSAW TREE WITH BIRDHOUSE,178.33333333333334,12.0,0.0,0.0,intermittent,B_B
JIGSAW TREE WITH WATERING CAN,438.0,12.0,0.0,0.0,intermittent,B_C
JINGLE BELL HEART ANTIQUE SILVER,40.0,12.0,0.0,0.0,intermittent,B_B
JOY LARGE WOOD LETTERS,91.0,2.5,2.1213203435596424,0.7199999999999998,lumpy,C_C
JUMBO  BAG BAROQUE BLACK WHITE,102.0,12.0,4.47213595499958,0.1388888888888889,intermittent,B_B
JUMBO BAG 50'S CHRISTMAS ,9.636363636363637,12.083333333333334,6.556860852757533,0.29445465355096745,intermittent,A_A
JUMBO BAG ALPHABET,34.0,9.0,2.6457513110645907,0.08641975308641975,intermittent,B_B
JUMBO BAG APPLES,9.590909090909092,15.347826086956522,8.767754432382402,0.3263495486609386,intermittent,A_A
JUMBO BAG DOILEY PATTERNS,9.222222222222221,16.0,12.649110640673518,0.6250000000000001,lumpy,A_A
JUMBO BAG DOLLY GIRL DESIGN,135.0,10.0,0.0,0.0,intermittent,C_B
JUMBO BAG OWLS,31.681818181818183,11.0,3.8494391563163872,0.1224643125469572,intermittent,A_A
JUMBO BAG PAISLEY PARK,9.0,11.0,8.54400374531753,0.6033057851239669,lumpy,B_B
JUMBO BAG PEARS,13.166666666666666,13.846153846153847,5.063696835418333,0.13374485596707816,intermittent,A_A
JUMBO BAG PINK POLKADOT,22.61111111111111,15.421052631578947,12.45130867496659,0.6519314921160022,lumpy,A_A
JUMBO BAG PINK VINTAGE PAISLEY,39.0,11.052631578947368,3.1530176764230577,0.08138070042831949,intermittent,A_A
JUMBO BAG PINK WITH WHITE SPOTS,15.428571428571429,13.333333333333334,6.172133998483677,0.21428571428571427,intermittent,A_A
JUMBO BAG RED RETROSPOT,10.9,14.941176470588236,9.611267897017298,0.4138012276024552,intermittent,A_A
JUMBO BAG RED WHITE SPOTTY ,15.75,22.22222222222222,12.01850425154663,0.29250000000000004,intermittent,A_A
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,29.4,10.333333333333334,5.715476066494082,0.3059313215400624,intermittent,B_B
JUMBO BAG SCANDINAVIAN PAISLEY,40.7,19.09090909090909,27.001683449201998,2.000453514739229,lumpy,A_A
JUMBO BAG SPACEBOY DESIGN,28.043478260869566,12.208333333333334,5.64130085727741,0.21352354260032905,intermittent,A_A
JUMBO BAG STRAWBERRY,72.0,13.4,12.997435644515933,0.9408182965768171,lumpy,A_A
JUMBO BAG TOYS ,70.8,10.181818181818182,4.0451991747794525,0.15784438775510204,intermittent,A_A
JUMBO BAG VINTAGE CHRISTMAS ,24.0,23.333333333333332,23.09401076758503,0.9795918367346939,lumpy,B_A
JUMBO BAG VINTAGE DOILY ,16.166666666666668,12.857142857142858,7.559289460184544,0.345679012345679,intermittent,A_A
JUMBO BAG VINTAGE LEAF,14.11111111111111,14.0,12.649110640673518,0.816326530612245,lumpy,A_A
JUMBO BAG WOODLAND ANIMALS,10.238805970149254,17.11764705882353,16.60923085530804,0.9414795861624324,lumpy,A_A
JUMBO SHOPPER VINTAGE RED PAISLEY,37.875,14.352941176470589,10.349765555742001,0.519971109916689,lumpy,A_A
JUMBO STORAGE BAG SKULLS,64.5,12.727272727272727,4.670993664969138,0.1346938775510204,intermittent,A_A
JUMBO STORAGE BAG SUKI,32.04761904761905,13.318181818181818,6.198205298128556,0.21659181209088596,intermittent,A_A
JUNGLE POPSICLES ICE LOLLY HOLDERS,32.125,17.333333333333332,12.165525060596439,0.49260355029585806,lumpy,A_A
JUNGLE POPSICLES ICE LOLLY MOULDS,17.5,24.0,16.97056274847714,0.4999999999999999,lumpy,A_A
KIDS RAIN MAC BLUE,74.625,24.0,0.0,0.0,intermittent,A_A
KIDS RAIN MAC PINK,72.11111111111111,24.0,0.0,0.0,intermittent,A_A
KINGS CHOICE BISCUIT TIN,171.0,8.0,5.656854249492381,0.5000000000000001,lumpy,C_B
KINGS CHOICE MUG,171.0,42.0,42.42640687119285,1.0204081632653064,lumpy,A_B
KINGS CHOICE TEA CADDY ,125.5,12.0,10.392304845413264,0.7500000000000001,lumpy,B_B
KITCHEN METAL SIGN,231.0,24.0,12.0,0.25,intermittent,B_B
KITTENS DESIGN FLANNEL,131.0,16.8,6.572670690061994,0.15306122448979592,intermittent,A_B
KITTY PENCIL ERASERS,278.0,28.0,0.0,0.0,intermittent,A_C
KNICKERBOCKERGLORY MAGNET ASSORTED ,28.25,18.666666666666668,8.717797887081348,0.2181122448979592,intermittent,A_B
KNITTED UNION FLAG HOT WATER BOTTLE,352.0,4.0,0.0,0.0,intermittent,C_B
LADLE LOVE HEART PINK,54.4,14.0,4.898979485566356,0.1224489795918367,intermittent,A_C
LADLE LOVE HEART RED ,93.0,12.0,0.0,0.0,intermittent,B_C
LARGE ANTIQUE WHITE PHOTO FRAME,1.0,2.0,0.0,0.0,smooth,C_C
LARGE APOTHECARY MEASURING JAR ,63.0,2.0,1.4142135623730951,0.5000000000000001,lumpy,C_B
LARGE CAKE TOWEL PINK SPOTS,346.0,2.0,0.0,0.0,intermittent,C_C
LARGE CERAMIC TOP STORAGE JAR,88.0,12.0,0.0,0.0,intermittent,B_B
LARGE CHINESE STYLE SCISSOR,83.0,14.0,5.477225575051661,0.15306122448979592,intermittent,B_B
LARGE HANGING IVORY & RED WOOD BIRD,142.0,16.0,6.196773353931867,0.15000000000000002,intermittent,A_B
LARGE HEART MEASURING SPOONS,107.33333333333333,12.25,9.394147114027968,0.588088296543107,lumpy,B_B
LARGE POPCORN HOLDER ,49.4,18.0,6.572670690061994,0.13333333333333336,intermittent,A_A
LARGE RED BABUSHKA NOTEBOOK ,79.0,12.0,0.0,0.0,intermittent,C_C
LARGE YELLOW BABUSHKA NOTEBOOK ,29.0,12.0,0.0,0.0,intermittent,C_C
LAVENDER SCENTED FABRIC HEART,81.2,25.0,12.24744871391589,0.24,intermittent,A_A
LE JARDIN BOTANIQUE CUSHION COVER,14.0,16.666666666666668,23.692474191889147,2.0207999999999995,lumpy,B_A
LETS GO SHOPPING COTTON TOTE BAG,84.875,8.0,3.0,0.140625,intermittent,B_A
LIGHT GARLAND BUTTERFILES PINK,161.0,26.0,31.11269837220809,1.4319526627218935,lumpy,B_A
LIPSTICK PEN BABY PINK,98.33333333333333,12.0,0.0,0.0,intermittent,B_C
LIPSTICK PEN RED,29.0,44.63157894736842,49.175660789003004,1.213992227364424,lumpy,A_A
LOLITA  DESIGN  COTTON TOTE BAG,141.5,8.4,3.286335345030997,0.15306122448979592,intermittent,B_B
LONDON BUS COFFEE MUG,117.0,6.0,0.0,0.0,intermittent,C_C
LOVE BUILDING BLOCK WORD,319.0,3.0,0.0,0.0,intermittent,C_C
LOVE HEART SOCK HANGER,78.66666666666667,15.0,6.0,0.16000000000000003,intermittent,B_B
LOVE HEART TRINKET POT,133.0,48.0,0.0,0.0,intermittent,A_C
LOVE HOT WATER BOTTLE,13.0,4.0,1.7320508075688772,0.18749999999999997,intermittent,C_B
LOVE LARGE WOOD LETTERS ,64.0,1.0,0.0,0.0,intermittent,C_C
LOVEBIRD HANGING DECORATION WHITE ,323.0,18.0,8.48528137423857,0.22222222222222215,intermittent,B_C
LOVELY BONBON STICKER SHEET,185.5,12.0,0.0,0.0,intermittent,B_C
LUNCH BAG  BLACK SKULL.,33.13333333333333,10.75,4.123105625617661,0.14710654407787993,intermittent,A_A
LUNCH BAG ALPHABET DESIGN,33.0,10.285714285714286,5.219012860502955,0.2574588477366255,intermittent,B_B
LUNCH BAG APPLE DESIGN,8.72,13.923076923076923,9.30343195567346,0.44649430725557804,intermittent,A_A
LUNCH BAG CARS BLUE,33.75,13.523809523809524,6.225905939050539,0.2119371156516565,intermittent,A_A
LUNCH BAG DOILEY PATTERN ,8.0,28.88888888888889,35.86239131891669,1.5410502958579884,lumpy,A_A
LUNCH BAG DOLLY GIRL DESIGN,36.0,30.5,46.486557196677836,2.3230314431604406,lumpy,A_A
LUNCH BAG PAISLEY PARK  ,9.0,10.666666666666666,9.018499505645789,0.71484375,lumpy,B_B
LUNCH BAG PINK POLKADOT,24.8,10.272727272727273,3.8494391563163877,0.14041820032892163,intermittent,A_A
LUNCH BAG PINK RETROSPOT,25.142857142857142,17.5,8.864052604279182,0.25655976676384834,intermittent,A_A
LUNCH BAG RED RETROSPOT,15.722222222222221,16.473684210526315,23.037091881120354,1.955572114081439,lumpy,A_A
LUNCH BAG RED SPOTTY,20.75,15.384615384615385,7.762500258061848,0.25458333333333333,intermittent,A_A
LUNCH BAG SPACEBOY DESIGN ,20.766666666666666,13.870967741935484,6.15219167172085,0.19671894717865507,intermittent,A_A
LUNCH BAG SUKI  DESIGN ,28.583333333333332,17.692307692307693,10.127393670836668,0.3276622558286074,intermittent,A_A
LUNCH BAG SUKI DESIGN ,17.142857142857142,9.0,2.8284271247461903,0.09876543209876545,intermittent,B_B
LUNCH BAG VINTAGE DOILY ,16.666666666666668,10.0,0.0,0.0,intermittent,B_B
LUNCH BAG VINTAGE LEAF DESIGN,27.285714285714285,13.75,5.175491695067657,0.14167650531286896,intermittent,A_A
LUNCH BAG WOODLAND,11.25,15.62295081967213,14.035863510339304,0.8071460790779805,lumpy,A_A
LUNCH BOX I LOVE LONDON,49.75,17.333333333333332,6.324555320336759,0.13313609467455625,intermittent,A_A
LUNCH BOX WITH CUTLERY FAIRY CAKES ,14.5,15.818181818181818,17.028318659328534,1.1588585017835906,lumpy,A_A
LUNCH BOX WITH CUTLERY RETROSPOT ,12.5,19.659574468085108,24.570463529934788,1.5619908042268282,lumpy,A_A
LUNCHBOX WITH CUTLERY FAIRY CAKES ,9.0,18.46153846153846,21.41889891589273,1.346041666666667,lumpy,A_A
LUNCHBOX WITH CUTLERY RETROSPOT ,15.555555555555555,12.0,16.97056274847714,1.9999999999999996,lumpy,A_A
LUSH GREENS RIBBONS,30.272727272727273,28.0,37.716646915459684,1.8144712430426713,lumpy,A_A
MAGIC DRAWING SLATE BAKE A CAKE ,139.0,42.666666666666664,32.331615074619044,0.5742187500000001,lumpy,A_B
