Description,availability,no_suppliers,standard,price_fluctuation,total_qty,total_spend,primary_supplier,risk_index,category
Urban Chic Chopsticks Set/5,0.2391304347826087,0.5,0.0,0.5,250,289.14,Evergreen Supply,1.2391304347826086,Critical
Skull Tissues,0.1328125,0.0,0.1328125,0.109375,1611,289.1133,Apex Merchants,0.375,Routine
Red/Cream Stripe Fringe Hammock,0.1206896551724138,0.0,0.0,0.27586206896551724,67,288.9574,Northstar Trading,0.39655172413793105,Routine
T-Lights Easter Chicks,0.5,0.5,0.2708333333333333,0.5,190,288.288,Summit Procurement,1.7708333333333333,Critical
White Soap Rack With Bottles,0.2037037037037037,0.5,0.2962962962962963,0.0,79,288.0932,Gulf Source Co.,1.0,Critical
Cream Slice Flannel Chocolate Spot,0.5,0.0,0.109375,0.390625,169,288.06080000000003,Apex Merchants,1.0,Critical
English Rose Garden Secateurs,0.5,0.0,0.14285714285714285,0.0,394,287.3643,Apex Merchants,0.6428571428571428,Routine
Classic French Style Basket Brown,0.0,0.5,0.0,0.23214285714285715,87,286.8707,Global Goods Ltd.,0.7321428571428572,Routine
Skull Tv Dinner Tray,0.0,0.0,0.12195121951219512,0.12195121951219512,87,286.7961,Metro Wholesale,0.24390243902439024,Routine
White Travel Alarm Clock,0.0,0.5,0.0,0.5,185,286.5205,Apex Merchants,1.0,Critical
Aluminium Stamped Heart,0.16666666666666666,0.0,0.19696969696969696,0.36363636363636365,174,286.3866,Global Goods Ltd.,0.7272727272727273,Routine
Pin Cushion Babushka Red,0.3275862068965517,0.0,0.0,0.0,144,286.2736,Metro Wholesale,0.3275862068965517,Routine
Embroidered Ribbon Reel Rebecca,0.2391304347826087,0.5,0.2391304347826087,0.2608695652173913,184,285.7424,Northstar Trading,1.2391304347826086,Critical
Christmas Craft Heart Stocking,0.5,0.5,0.14473684210526316,0.5,244,285.4068,Prime Supply Partners,1.6447368421052633,Critical
Rocking Horse Green Christmas,0.5,0.0,0.17,0.5,597,285.1008,Reliable Imports,1.17,Critical
Gin & Tonic Diet Greeting Card,0.2569444444444444,0.0,0.375,0.125,1248,284.82239999999996,Reliable Imports,0.7569444444444444,Routine
Swallow Wooden Christmas Decoration,0.5,0.0,0.5,0.5,577,284.6012,Apex Merchants,1.5,Critical
Drawer Knob Crackle Glaze Pink,0.3088235294117647,0.0,0.0,0.22058823529411764,281,283.7538,Prime Supply Partners,0.5294117647058824,Routine
Magic Drawing Slate Dinosaur,0.5,0.0,0.0,0.2403846153846154,1056,283.3824,Northstar Trading,0.7403846153846154,Routine
Bright Blues Ribbons,0.0,0.0,0.16153846153846155,0.16153846153846155,370,283.05,Global Goods Ltd.,0.3230769230769231,Routine
Charlie & Lola Wastepaper Bin Flora,0.0,0.5,0.0,0.5,329,282.90229999999997,Northstar Trading,1.0,Critical
Lolita Cotton Tote Bag,0.25,0.5,0.0,0.5,302,282.846,Evergreen Supply,1.25,Critical
Regency Tea Spoon,0.25,0.5,0.5,0.0,367,282.6621,Global Goods Ltd.,1.25,Critical
Blue Polkadot Washing Up Gloves,0.18,0.0,0.0,0.16,215,282.639,Summit Procurement,0.33999999999999997,Routine
Retro Laundry Tub Pistachio,0.5,0.5,0.2727272727272727,0.5,50,282.625,Metro Wholesale,1.7727272727272727,Critical
Pocket Bag Blue Paisley Red Spot,0.078125,0.0,0.078125,0.328125,251,282.1427,Gulf Source Co.,0.484375,Routine
Home Sweet Home Drawer Cabinet,0.22916666666666666,0.5,0.2708333333333333,0.0,94,281.5018,ValueLink Distribution,1.0,Critical
Hanging Medina Lantern Small,0.13636363636363635,0.0,0.0,0.36363636363636365,142,281.50079999999997,Evergreen Supply,0.5,Routine
Bird Decoration Red Spot,0.5,0.0,0.3472222222222222,0.1111111111111111,504,281.484,Apex Merchants,0.9583333333333333,Critical
Raffia Ribbons S Christmas,0.5,0.0,0.3333333333333333,0.5,617,281.1204,ValueLink Distribution,1.3333333333333333,Critical
Asstd Multicolour Circles Mug,0.5,0.5,0.21739130434782608,0.21739130434782608,793,281.0858,Metro Wholesale,1.4347826086956523,Critical
Charlie+Lola Red Hot Water Bottle,0.3333333333333333,0.0,0.19696969696969696,0.30303030303030304,172,280.7772,Gulf Source Co.,0.8333333333333333,Critical
Shapes Photo Clip Silver,0.16666666666666666,0.5,0.0,0.3333333333333333,976,280.59520000000003,ValueLink Distribution,1.0,Critical
Pink Dinner Candle Silver Flock,0.26,0.5,0.24,0.5,430,280.4622,Northstar Trading,1.5,Critical
Filigree Heart Daisy White,0.0,0.5,0.4,0.4,359,280.4508,Gulf Source Co.,1.3,Critical
Skulls Stickers,0.22,0.0,0.14,0.0,527,280.4167,Evergreen Supply,0.36,Routine
Embroidered Ribbon Reel Sally,0.0,0.5,0.2708333333333333,0.2708333333333333,254,279.7648,Prime Supply Partners,1.0416666666666665,Critical
Poste France Cushion Cover,0.28125,0.0,0.15625,0.375,118,279.66,Summit Procurement,0.8125,Critical
Jazz Hearts Purse Notebook,0.22058823529411764,0.0,0.07352941176470588,0.20588235294117646,1060,279.4545,Gulf Source Co.,0.5,Routine
Mini Madras Notebook,0.0,0.5,0.21739130434782608,0.2826086956521739,589,279.0418,Global Goods Ltd.,1.0,Critical
Flower Fairy Incense Bouquet,0.5,0.5,0.19047619047619047,0.0,1045,279.0091,Global Goods Ltd.,1.1904761904761905,Critical
Joy Large Wood Letters,0.0,0.5,0.2857142857142857,0.2857142857142857,64,278.88960000000003,Apex Merchants,1.0714285714285714,Critical
Angel Decoration Stars On Dress,0.0,0.0,0.15853658536585366,0.5,1085,278.845,Global Goods Ltd.,0.6585365853658537,Routine
Small Chunky Glass Roman Bowl,0.21428571428571427,0.5,0.0,0.21428571428571427,341,278.7976,Metro Wholesale,0.9285714285714286,Critical
S/12 Vanilla Botanical T-Lights,0.5,0.0,0.0,0.5,158,278.7278,Reliable Imports,1.0,Critical
Christmas Table Silver Candle Spike,0.5,0.5,0.0,0.5,582,278.6312,Summit Procurement,1.5,Critical
Jam Jar With Green Lid,0.3977272727272727,0.0,0.10227272727272728,0.2159090909090909,581,278.45810000000006,Evergreen Supply,0.7159090909090909,Routine
Lavender Incense In Tin,0.08333333333333333,0.0,0.0,0.4166666666666667,565,278.2574,Apex Merchants,0.5,Routine
Embroidered Ribbon Reel Sophie,0.0,0.5,0.0,0.22727272727272727,139,278.2341,Metro Wholesale,0.7272727272727273,Routine
Paperweight Save The Planet,0.0,0.5,0.2692307692307692,0.23076923076923078,267,278.1422,Evergreen Supply,1.0,Critical
Set/4 Badges Woodland Animal,0.0,0.5,0.21428571428571427,0.2857142857142857,365,277.71,Gulf Source Co.,1.0,Critical
Pink Heart Shape Photo Frame,0.0,0.5,0.30357142857142855,0.0,276,277.23040000000003,Prime Supply Partners,0.8035714285714286,Critical
Wrap Dolly Girl,0.3472222222222222,0.0,0.3333333333333333,0.1527777777777778,1150,276.965,Evergreen Supply,0.8333333333333334,Critical
Pink Pot Plant Candle,0.1875,0.5,0.0,0.3125,154,276.6996,Reliable Imports,1.0,Critical
Small Round Cut Glass Candlestick,0.25,0.5,0.0,0.25,85,276.5892,Metro Wholesale,1.0,Critical
Black Small Glass Cake Stand,0.5,0.5,0.0,0.5,256,276.46599999999995,Evergreen Supply,1.5,Critical
Pink/White Ribbed Melamine Jug,0.5,0.5,0.1875,0.1875,60,276.352,Gulf Source Co.,1.375,Critical
Snowflake Portable Table Light,0.5,0.0,0.2916666666666667,0.5,153,276.0462,Metro Wholesale,1.2916666666666667,Critical
French Laundry Sign Blue Metal,0.1625,0.0,0.0,0.5,265,275.91799999999995,Metro Wholesale,0.6625,Routine
Cherry Blossom Bathroom Cabinet,0.30434782608695654,0.5,0.0,0.30434782608695654,89,275.78430000000003,Northstar Trading,1.108695652173913,Critical
Elephant Birthday Card,0.5,0.0,0.29605263157894735,0.5,1155,275.6157,Summit Procurement,1.2960526315789473,Critical
Pantry Hook Rolling Pin Hanger,0.5,0.5,0.0,0.0,109,275.4975,Northstar Trading,1.0,Critical
Black Champagne Glass,0.0,0.5,0.0,0.2916666666666667,676,275.40000000000003,Prime Supply Partners,0.7916666666666667,Routine
Childs Garden Rake Blue,0.22727272727272727,0.0,0.2727272727272727,0.4090909090909091,243,275.1447,Apex Merchants,0.9090909090909092,Critical
New Baroque Jewellery Box,0.29545454545454547,0.5,0.29545454545454547,0.0,51,274.9517,Gulf Source Co.,1.0909090909090908,Critical
Magic Drawing Slate Purdey,0.2711864406779661,0.0,0.13559322033898305,0.2288135593220339,1025,274.8861,Metro Wholesale,0.6355932203389831,Routine
Balloon Art Make Your Own Flowers,0.5,0.0,0.11764705882352941,0.3235294117647059,314,274.7859,Prime Supply Partners,0.9411764705882353,Critical
Large Tall Camphor Wood Toadstool,0.22727272727272727,0.5,0.5,0.0,109,274.7053,Metro Wholesale,1.2272727272727273,Critical
Small Stripes Chocolate Gift Bag,0.17307692307692307,0.5,0.3269230769230769,0.0,848,274.456,Northstar Trading,1.0,Critical
Childs Garden Rake Pink,0.5,0.0,0.125,0.21875,269,274.4493,Metro Wholesale,0.84375,Critical
Large Stripes Chocolate Gift Bag,0.0,0.5,0.25,0.25,408,274.3856,Global Goods Ltd.,1.0,Critical
Baby Boom Ribbons,0.5,0.0,0.0,0.18518518518518517,364,274.3468,Gulf Source Co.,0.6851851851851851,Routine
Toy Tidy Dolly Girl,0.5,0.5,0.0,0.0,252,274.23609999999996,Metro Wholesale,1.0,Critical
Ladle Love Heart Red,0.25757575757575757,0.0,0.24242424242424243,0.15151515151515152,1188,273.9354,Summit Procurement,0.6515151515151515,Routine
Ribbons Perfectly Pretty,0.0,0.5,0.0,0.0,170,273.831,Apex Merchants,0.5,Routine
No Junk Mail Metal Sign,0.2857142857142857,0.0,0.23015873015873015,0.2698412698412698,611,273.67,Evergreen Supply,0.7857142857142856,Routine
Magic Sheep Wool Growing From Paper,0.0,0.0,0.19444444444444445,0.19444444444444445,363,273.59290000000004,Evergreen Supply,0.3888888888888889,Routine
Ceramic Painted Hearts,0.28125,0.5,0.21875,0.28125,308,273.4376,Summit Procurement,1.28125,Critical
French Enamel Water Basin,0.29411764705882354,0.0,0.19117647058823528,0.10294117647058823,133,273.4001,Summit Procurement,0.5882352941176471,Routine
White Heart Confetti In Tube,0.0,0.5,0.0,0.3148148148148148,464,273.2528,ValueLink Distribution,0.8148148148148149,Critical
Zinc Heart Flower T-Light Holder,0.5,0.5,0.0,0.5,334,273.1638,Prime Supply Partners,1.5,Critical
Green Gingham Flower Jewellery Box,0.25555555555555554,0.5,0.0,0.0,239,272.8902,Summit Procurement,0.7555555555555555,Routine
Retro Plastic Polka Tray,0.37254901960784315,0.5,0.14705882352941177,0.24509803921568626,843,272.456,Apex Merchants,1.2647058823529411,Critical
Scented Velvet Lounge Candle,0.18518518518518517,0.5,0.0,0.0,971,272.1209,Evergreen Supply,0.6851851851851851,Routine
Lily Botanical Dinner Candles,0.4,0.0,0.0,0.4,177,271.9545,Reliable Imports,0.8,Critical
White With Black Cats Mug,0.15217391304347827,0.5,0.0,0.34782608695652173,2321,271.82099999999997,Evergreen Supply,1.0,Critical
Set/3 Pot Plant Candles,0.5,0.5,0.0,0.2826086956521739,89,271.5755,Gulf Source Co.,1.2826086956521738,Critical
Cross Stitch Alphabet Cushion Cover,0.5,0.5,0.0,0.5,76,271.32,Prime Supply Partners,1.5,Critical
Ivory Dinner Candles Silver Flock,0.16304347826086957,0.0,0.0,0.17391304347826086,284,271.2807,Evergreen Supply,0.33695652173913043,Routine
Ice Cream Bubbles,0.0,0.5,0.16071428571428573,0.16071428571428573,556,270.8832,Metro Wholesale,0.8214285714285714,Critical
Key Fob Front Door,0.38028169014084506,0.0,0.176056338028169,0.23943661971830985,652,270.6879,Global Goods Ltd.,0.7957746478873239,Critical
Teatime Pen Case & Pens,0.15217391304347827,0.5,0.0,0.34782608695652173,4807,270.4251,Metro Wholesale,1.0,Critical
Skulls Flannel,0.5,0.5,0.16666666666666666,0.5,951,270.29499999999996,Summit Procurement,1.6666666666666667,Critical
Silver Bells Table Decoration,0.3181818181818182,0.0,0.09090909090909091,0.09090909090909091,378,270.27,Summit Procurement,0.5,Routine
Opulent Velvet Set/3 Candles,0.5,0.5,0.5,0.0,261,269.53290000000004,Evergreen Supply,1.5,Critical
Set/4 Colourful Mixing Bowls,0.5,0.5,0.1956521739130435,0.0,47,269.2357,Metro Wholesale,1.1956521739130435,Critical
Love Heart Pocket Warmer,0.3815789473684211,0.0,0.15789473684210525,0.2236842105263158,504,269.17470000000003,Metro Wholesale,0.7631578947368421,Routine
Dolly Mixture Children S Umbrella,0.3333333333333333,0.0,0.16666666666666666,0.5,127,268.70660000000004,Prime Supply Partners,1.0,Critical
Bombs Away Metal Sign,0.16216216216216217,0.0,0.0,0.33783783783783783,221,268.6746,Northstar Trading,0.5,Routine
Silver Stars Table Decoration,0.0,0.0,0.15,0.0,540,268.25039999999996,Gulf Source Co.,0.15,Routine
White Newbaroque Candlestick Candle,0.32608695652173914,0.5,0.0,0.32608695652173914,416,267.8208,Summit Procurement,1.1521739130434783,Critical
Pastel Stripe Hammock,0.0,0.5,0.25,0.25,58,267.6636,Prime Supply Partners,1.0,Critical
Boom Box Speaker Boys,0.10344827586206896,0.0,0.0,0.20689655172413793,98,267.6128,Reliable Imports,0.3103448275862069,Routine
Easter Tin Keepsake,0.5,0.0,0.0,0.5,301,267.4381,Global Goods Ltd.,1.0,Critical
Glass Sphere Candle Stand Medium,0.28,0.5,0.22,0.28,96,267.384,Gulf Source Co.,1.28,Critical
French Enamel Utensil Holder,0.0,0.5,0.0,0.0,114,267.0598,ValueLink Distribution,0.5,Routine
Pretty Hanging Quilted Hearts,0.26,0.5,0.26,0.24,554,266.6956,Evergreen Supply,1.26,Critical
French Kitchen Sign Blue Metal,0.32222222222222224,0.0,0.0,0.17777777777777778,349,266.5313,Northstar Trading,0.5,Routine
Bunny Egg Box,0.25,0.5,0.0,0.5,314,266.115,Reliable Imports,1.25,Critical
Card Holder Love Bird Small,0.0,0.5,0.22916666666666666,0.0,109,266.1023,Global Goods Ltd.,0.7291666666666666,Routine
Burgundy Wine Dinner Candles,0.5,0.5,0.15217391304347827,0.34782608695652173,809,265.7317,Global Goods Ltd.,1.5,Critical
Rocket Balloons,0.0,0.0,0.2982456140350877,0.18421052631578946,675,265.42319999999995,Summit Procurement,0.48245614035087714,Routine
Cat Bowl Vintage Cream,0.15151515151515152,0.0,0.15151515151515152,0.25757575757575757,127,265.3919,Global Goods Ltd.,0.5606060606060606,Routine
Beach Hut Blackboard,0.2608695652173913,0.5,0.0,0.0,123,265.0347,Summit Procurement,0.7608695652173914,Routine
Hanging Engraved Metal Heart,0.28846153846153844,0.5,0.0,0.0,108,264.89160000000004,ValueLink Distribution,0.7884615384615384,Routine
Card Dolly Girl,0.15,0.0,0.0,0.13333333333333333,1054,264.0372,Metro Wholesale,0.2833333333333333,Routine
Dinosaur Keyrings,0.3425925925925926,0.0,0.1388888888888889,0.3611111111111111,2545,263.9671,Gulf Source Co.,0.8425925925925926,Critical
Painted Metal Star With Holly Bells,0.0,0.0,0.2972972972972973,0.5,526,263.9332,Reliable Imports,0.7972972972972974,Critical
Angel Decoration With Lace Padded,0.1935483870967742,0.0,0.3064516129032258,0.0,496,263.9216,Apex Merchants,0.5,Routine
Yuletide Images Gift Wrap,0.0,0.5,0.25925925925925924,0.24074074074074073,420,263.7942,Metro Wholesale,1.0,Critical
Vintage Leaf Magnetic Notepad,0.30434782608695654,0.5,0.0,0.0,325,263.5385,Northstar Trading,0.8043478260869565,Critical
Watermelon Bath Sponge,0.16176470588235295,0.0,0.19117647058823528,0.0,302,263.495,Prime Supply Partners,0.3529411764705882,Routine
Vintage Red Trim Enamel Bowl,0.0,0.5,0.5,0.16666666666666666,391,263.3495,Global Goods Ltd.,1.1666666666666667,Critical
Pink Horse Sock Puppet,0.5,0.0,0.14285714285714285,0.5,143,263.01550000000003,Apex Merchants,1.1428571428571428,Critical
Robot Birthday Card,0.35714285714285715,0.0,0.0,0.5,1128,262.9368,Global Goods Ltd.,0.8571428571428572,Critical
Shelf With Hooks Home Sweet Home,0.21428571428571427,0.5,0.0,0.2857142857142857,71,262.7268,Reliable Imports,1.0,Critical
Star Decoration Rustic,0.0,0.0,0.0,0.2391304347826087,989,262.4806,Evergreen Supply,0.2391304347826087,Routine
Decoration Hanging Metal Rabbit,0.17857142857142858,0.5,0.0,0.17857142857142858,325,262.4375,Summit Procurement,0.8571428571428572,Critical
Blue Tv Tray Table,0.2727272727272727,0.5,0.2727272727272727,0.22727272727272727,121,262.423,ValueLink Distribution,1.2727272727272727,Critical
Daisies Honeycomb Garland,0.0,0.0,0.18571428571428572,0.18571428571428572,272,262.3904,Prime Supply Partners,0.37142857142857144,Routine
Zinc T-Light Holder Star Large,0.2,0.0,0.14285714285714285,0.5,454,262.0122,Global Goods Ltd.,0.8428571428571429,Critical
White Tissue Ream,0.34146341463414637,0.0,0.0,0.15853658536585366,48,261.7776,ValueLink Distribution,0.5,Routine
Roll Wrap S Red Christmas,0.5,0.0,0.0,0.5,409,261.47880000000004,Northstar Trading,1.0,Critical
Lilac Diamante Pen In Gift Box,0.0,0.5,0.0,0.5,269,260.9824,Global Goods Ltd.,1.0,Critical
Abstract Circles Sketchbook,0.5,0.0,0.18571428571428572,0.5,123,260.7015,Global Goods Ltd.,1.1857142857142857,Critical
Fridge Magnets La Vie En Rose,0.5,0.5,0.0,0.21153846153846154,480,260.556,Summit Procurement,1.2115384615384615,Critical
Drawer Knob Ceramic Black,0.15384615384615385,0.5,0.0,0.0,271,260.5394,Metro Wholesale,0.6538461538461539,Routine
White Choc Morris Boxed Candles,0.22580645161290322,0.0,0.3709677419354839,0.12903225806451613,216,260.05760000000004,Metro Wholesale,0.7258064516129032,Routine
Vintage Postcard,0.0,0.5,0.0,0.23529411764705882,491,259.7426,Gulf Source Co.,0.7352941176470589,Routine
Christmas Retrospot Tree Wood,0.5,0.0,0.0,0.5,523,259.5799,Summit Procurement,1.0,Critical
Ivory Wire Kitchen Organiser,0.5,0.5,0.19047619047619047,0.30952380952380953,41,259.361,Prime Supply Partners,1.5,Critical
Decorative Rose Bathroom Bottle,0.41379310344827586,0.0,0.0,0.20689655172413793,404,259.01800000000003,Northstar Trading,0.6206896551724138,Routine
Wooden Tree Christmas Scandinavian,0.5,0.0,0.11538461538461539,0.5,1012,258.928,Reliable Imports,1.1153846153846154,Critical
Pink/White Christmas Tree,0.2391304347826087,0.5,0.2608695652173913,0.5,672,258.7128,Reliable Imports,1.5,Critical
White Stitched Cushion Cover,0.375,0.5,0.0,0.5,64,258.6434,Evergreen Supply,1.375,Critical
Wood Stamp Best Wishes,0.0,0.0,0.0,0.3695652173913043,330,258.4915,Prime Supply Partners,0.3695652173913043,Routine
Sweet Heart Cake Carrier,0.20454545454545456,0.5,0.0,0.20454545454545456,43,258.4619,ValueLink Distribution,0.9090909090909092,Critical
Ivory Sweetheart Wire Letter Rack,0.0,0.0,0.0,0.17142857142857143,117,258.4575,Evergreen Supply,0.17142857142857143,Routine
Toast Its - Dinosaur,0.36486486486486486,0.0,0.22972972972972974,0.36486486486486486,333,258.075,ValueLink Distribution,0.9594594594594594,Critical
Fairy Soap Soap Holder,0.17777777777777778,0.0,0.0,0.0,245,257.96049999999997,Evergreen Supply,0.17777777777777778,Routine
Kids Rain Mac Pink,0.32894736842105265,0.0,0.32894736842105265,0.15789473684210525,469,257.5279,Apex Merchants,0.8157894736842106,Critical
Silver Diamante Pen In Gift Box,0.0,0.5,0.25,0.25,194,257.355,Apex Merchants,1.0,Critical
Felt Egg Cosy White Rabbit,0.0,0.0,0.125,0.5,521,257.2729,Reliable Imports,0.625,Routine
Blue Pot Plant Candle,0.0,0.0,0.1896551724137931,0.3620689655172414,137,256.8796,Global Goods Ltd.,0.5517241379310345,Routine
Wood Stocking Christmas Scandispot,0.5,0.0,0.0,0.5,643,256.5108,Summit Procurement,1.0,Critical
Triple Wire Hook Ivory Heart,0.23809523809523808,0.5,0.0,0.23809523809523808,108,256.3411,Gulf Source Co.,0.9761904761904763,Critical
Crazy Daisy Heart Decoration,0.2916666666666667,0.5,0.0,0.2916666666666667,668,256.3128,Northstar Trading,1.0833333333333335,Critical
Basket Flowers Sewing Kit,0.2,0.5,0.0,0.0,422,256.16580000000005,ValueLink Distribution,0.7,Routine
Silver Plate Candle Bowl Large,0.5,0.5,0.25925925925925924,0.5,106,255.99,Evergreen Supply,1.7592592592592593,Critical
Woodland Storage Box Small,0.5,0.5,0.32608695652173914,0.0,232,255.95999999999998,Northstar Trading,1.3260869565217392,Critical
French Blue Metal Door Sign No,0.0,0.0,0.24193548387096775,0.25806451612903225,329,255.8417,Metro Wholesale,0.5,Routine
Green Rose Washbag,0.0,0.5,0.0,0.24074074074074073,99,255.7962,Reliable Imports,0.7407407407407407,Routine
Wrap Cowboys,0.0,0.0,0.0,0.34375,1025,255.30749999999998,Summit Procurement,0.34375,Routine
Embroidered Ribbon Reel Susie,0.25,0.5,0.25,0.25,240,255.2448,Summit Procurement,1.25,Critical
Pink Dog Bowl,0.2777777777777778,0.5,0.0,0.5,225,254.5957,Reliable Imports,1.2777777777777777,Critical
Wrap Circus Parade,0.0,0.0,0.0,0.3157894736842105,1050,254.415,Metro Wholesale,0.3157894736842105,Routine
Storage Tin Vintage Leaf,0.0,0.5,0.16071428571428573,0.0,162,254.412,Evergreen Supply,0.6607142857142857,Routine
Decorative Wicker Heart Medium,0.3048780487804878,0.0,0.0,0.32926829268292684,331,254.2735,ValueLink Distribution,0.6341463414634146,Routine
Dinosaur Height Chart Sticker,0.20689655172413793,0.0,0.0,0.5,152,253.7944,Metro Wholesale,0.7068965517241379,Routine
Lavender Toilette Bottle,0.25,0.5,0.0,0.25,194,253.633,Prime Supply Partners,1.0,Critical
Mirror Mosaic Votive Holder,0.34782608695652173,0.5,0.34782608695652173,0.0,516,253.6128,Apex Merchants,1.1956521739130435,Critical
Paper Chain Kit London,0.0,0.0,0.3235294117647059,0.19117647058823528,151,253.3755,ValueLink Distribution,0.5147058823529411,Routine
Blue Paisley Journal,0.12857142857142856,0.0,0.17142857142857143,0.32857142857142857,165,252.40980000000002,Gulf Source Co.,0.6285714285714286,Routine
Danish Rose Decorative Plate,0.2692307692307692,0.5,0.23076923076923078,0.0,504,252.384,Gulf Source Co.,1.0,Critical
Blue Polkadot Beaker,0.16071428571428573,0.0,0.23214285714285715,0.10714285714285714,845,252.00060000000002,Metro Wholesale,0.5,Routine
Jigsaw Tree With Birdhouse,0.3409090909090909,0.0,0.0,0.3181818181818182,322,251.5369,Evergreen Supply,0.6590909090909091,Routine
Cake Chopsticks,0.5,0.0,0.1935483870967742,0.3870967741935484,299,251.46659999999997,Global Goods Ltd.,1.0806451612903225,Critical
Card I Love London,0.32608695652173914,0.0,0.16304347826086957,0.0,1051,251.3775,Reliable Imports,0.4891304347826087,Routine
Ivory Enchanted Forest Placemat,0.0,0.0,0.3194444444444444,0.5,237,251.05409999999998,Apex Merchants,0.8194444444444444,Critical
Gift Tags Vintage Christmas,0.5,0.0,0.16666666666666666,0.5,559,250.99099999999999,Gulf Source Co.,1.1666666666666665,Critical
Party Invites Woodland,0.22093023255813954,0.0,0.16279069767441862,0.0,502,250.89040000000003,Prime Supply Partners,0.38372093023255816,Routine
Medium Chinese Style Scissor,0.2,0.5,0.3,0.0,943,250.7131,ValueLink Distribution,1.0,Critical
Beaded Pearl Heart White On Stick,0.0,0.5,0.0,0.5,531,250.1142,Evergreen Supply,1.0,Critical
Polkadot Coffee Cup & Saucer Pink,0.26,0.5,0.5,0.5,452,249.3576,ValueLink Distribution,1.76,Critical
Pink Stitched Wall Clock,0.0,0.5,0.0,0.5,375,249.3045,Northstar Trading,1.0,Critical
Ceramic Christmas Reindeer,0.5,0.5,0.0,0.5,328,249.21259999999998,Global Goods Ltd.,1.5,Critical
Fridge Magnets Us Diner,0.26785714285714285,0.0,0.08928571428571429,0.0,464,249.1608,Gulf Source Co.,0.35714285714285715,Routine
Spring Flower Chopsticks Set/5,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,241,249.0117,Prime Supply Partners,0.9999999999999999,Critical
Disco Ball Christmas Decoration,0.35964912280701755,0.0,0.0,0.5,3840,248.96639999999996,Summit Procurement,0.8596491228070176,Critical
Pink Glass Candleholder,0.5,0.5,0.0,0.5,127,248.96409999999997,Apex Merchants,1.5,Critical
Apron Modern Vintage Cotton,0.0,0.5,0.2777777777777778,0.2222222222222222,144,248.8008,Evergreen Supply,1.0,Critical
Round Tins Dutch Cheese,0.25,0.5,0.0,0.5,142,248.5048,Apex Merchants,1.25,Critical
Retro Spot Ceramic Toastrack,0.5,0.5,0.0,0.22580645161290322,117,247.84019999999998,Reliable Imports,1.2258064516129032,Critical
New England Coasters,0.21428571428571427,0.5,0.0,0.21428571428571427,1052,247.83759999999998,Evergreen Supply,0.9285714285714286,Critical
Metal Decoration Naughty Children,0.5,0.0,0.1323529411764706,0.25,481,247.7631,Apex Merchants,0.8823529411764706,Critical
Eight Snake,0.1,0.0,0.18571428571428572,0.21428571428571427,353,247.71540000000002,Metro Wholesale,0.5,Routine
Zinc Heart T-Light Holder,0.5,0.5,0.0,0.5,343,247.4468,Northstar Trading,1.5,Critical
Decorative Wicker Heart Large,0.36666666666666664,0.0,0.36666666666666664,0.17777777777777778,243,247.37400000000002,Metro Wholesale,0.9111111111111111,Critical
Love Heart Sock Hanger,0.175,0.5,0.0,0.175,249,247.33169999999998,Metro Wholesale,0.8500000000000001,Critical
White Baroque Wall Clock,0.22727272727272727,0.5,0.0,0.2727272727272727,41,247.2885,Summit Procurement,1.0,Critical
Ceramic Bowl With Love Heart,0.32142857142857145,0.5,0.17857142857142858,0.32142857142857145,237,246.84570000000002,Global Goods Ltd.,1.3214285714285714,Critical
Garland Magic Garden,0.5,0.0,0.0,0.5,208,246.796,Reliable Imports,1.0,Critical
Fairy Cakes Coasters,0.0,0.5,0.0,0.3103448275862069,306,246.75900000000001,Global Goods Ltd.,0.8103448275862069,Critical
Folding Butterfly Mirror Hot Pink,0.13636363636363635,0.5,0.0,0.0,499,246.74179999999998,Prime Supply Partners,0.6363636363636364,Routine
Disco Ball Rotator Battery Operated,0.0,0.0,0.16279069767441862,0.3023255813953488,95,246.696,Reliable Imports,0.46511627906976744,Routine
Airline Bag Vintage Jet White,0.2375,0.0,0.3875,0.3875,89,246.6188,Evergreen Supply,1.0125,Critical
Tea Cosy Blue Stripe,0.32142857142857145,0.0,0.0,0.17857142857142858,155,246.4749,Global Goods Ltd.,0.5,Routine
Psychedelic Wall Thermometer,0.21428571428571427,0.5,0.0,0.0,423,246.24829999999997,Apex Merchants,0.7142857142857143,Routine
Cocktail Parasol Straws,0.0,0.5,0.0,0.19642857142857142,1000,246.0136,Evergreen Supply,0.6964285714285714,Routine
Paperweight Childhood Memories,0.26,0.5,0.26,0.24,213,245.9997,Summit Procurement,1.26,Critical
Posy Candy Bag,0.0,0.5,0.0,0.29545454545454547,503,245.8739,Gulf Source Co.,0.7954545454545454,Critical
Seaside Flying Disc,0.29411764705882354,0.0,0.20588235294117646,0.0,347,245.7448,Gulf Source Co.,0.5,Routine
Romantic Images Notebook,0.0,0.5,0.2727272727272727,0.2727272727272727,327,245.69999999999996,Reliable Imports,1.0454545454545454,Critical
Easter Tree Yellow Birds,0.5,0.0,0.0,0.5,78,245.6974,Evergreen Supply,1.0,Critical
Bath Duck Watering Can,0.17857142857142858,0.0,0.25,0.32142857142857145,206,245.61599999999999,Summit Procurement,0.75,Routine
Home Sweet Home Peg Hanger,0.5,0.5,0.0,0.5,101,245.43,Northstar Trading,1.5,Critical
